variant,scene,case,vx,vy,yaw,hold_s,control_result,process_result,exit_code,log,csv
hard_switch,flat,flat_stand,0,0,0,8,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/flat_stand.log,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/flat_stand.csv
hard_switch,15-platform,platform_up,0.3,0,0,10,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/platform_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/platform_up.csv
hard_switch,15-platform,platform_down,-0.3,0,0,10,FAIL,OK,2,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/platform_down.log,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/platform_down.csv
hard_switch,15,direct_up,0.3,0,0,10,FAIL,OK,3,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/direct_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/direct_up.csv
hard_switch,mixed,mixed_traverse,0.4,0,0,48,FAIL,OK,3,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/mixed_traverse.log,results/meta_policy_paper_20260828/ablations/closed_loop/hard_switch/mixed_traverse.csv
