variant,scene,case,vx,vy,yaw,hold_s,control_result,process_result,exit_code,log,csv
target_one_layer,flat,flat_stand,0,0,0,8,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/flat_stand.log,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/flat_stand.csv
target_one_layer,15-platform,platform_up,0.3,0,0,10,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/platform_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/platform_up.csv
target_one_layer,15-platform,platform_down,-0.3,0,0,10,FAIL,OK,2,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/platform_down.log,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/platform_down.csv
target_one_layer,15,direct_up,0.3,0,0,10,FAIL,OK,3,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/direct_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/direct_up.csv
target_one_layer,mixed,mixed_traverse,0.4,0,0,48,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/mixed_traverse.log,results/meta_policy_paper_20260828/ablations/closed_loop/target_one_layer/mixed_traverse.csv
