sample,t_s,cmd_age_ms,qd_L_hip_pitch,q_L_hip_pitch,dq_L_hip_pitch,tau_L_hip_pitch,qd_L_hip_roll,q_L_hip_roll,dq_L_hip_roll,tau_L_hip_roll,qd_L_hip_yaw,q_L_hip_yaw,dq_L_hip_yaw,tau_L_hip_yaw,qd_L_knee,q_L_knee,dq_L_knee,tau_L_knee,qd_L_ank_pitch,q_L_ank_pitch,dq_L_ank_pitch,tau_L_ank_pitch,qd_L_ank_roll,q_L_ank_roll,dq_L_ank_roll,tau_L_ank_roll,qd_R_hip_pitch,q_R_hip_pitch,dq_R_hip_pitch,tau_R_hip_pitch,qd_R_hip_roll,q_R_hip_roll,dq_R_hip_roll,tau_R_hip_roll,qd_R_hip_yaw,q_R_hip_yaw,dq_R_hip_yaw,tau_R_hip_yaw,qd_R_knee,q_R_knee,dq_R_knee,tau_R_knee,qd_R_ank_pitch,q_R_ank_pitch,dq_R_ank_pitch,tau_R_ank_pitch,qd_R_ank_roll,q_R_ank_roll,dq_R_ank_roll,tau_R_ank_roll,qd_waist_roll,q_waist_roll,dq_waist_roll,tau_waist_roll,qd_waist_yaw,q_waist_yaw,dq_waist_yaw,tau_waist_yaw,qd_L_sh_pitch,q_L_sh_pitch,dq_L_sh_pitch,tau_L_sh_pitch,qd_L_sh_roll,q_L_sh_roll,dq_L_sh_roll,tau_L_sh_roll,qd_L_sh_yaw,q_L_sh_yaw,dq_L_sh_yaw,tau_L_sh_yaw,qd_L_elbow,q_L_elbow,dq_L_elbow,tau_L_elbow,qd_L_wrist,q_L_wrist,dq_L_wrist,tau_L_wrist,qd_R_sh_pitch,q_R_sh_pitch,dq_R_sh_pitch,tau_R_sh_pitch,qd_R_sh_roll,q_R_sh_roll,dq_R_sh_roll,tau_R_sh_roll,qd_R_sh_yaw,q_R_sh_yaw,dq_R_sh_yaw,tau_R_sh_yaw,qd_R_elbow,q_R_elbow,dq_R_elbow,tau_R_elbow,qd_R_wrist,q_R_wrist,dq_R_wrist,tau_R_wrist
9317,11.824241,6.324,-0.19152,-0.24138,0.1241,4.597,0.09564,0.01835,0.0795,7.481,0.09889,0.09810,0.3673,-0.832,0.26977,0.25542,0.0644,1.154,0.11740,-0.14179,-0.1346,10.774,-0.10462,-0.01365,-0.0175,-3.588,-0.22363,-0.20455,-0.8403,-0.033,-0.10331,-0.10250,-0.2625,0.501,-0.35271,-0.36533,0.2237,1.119,0.33040,0.18640,1.3856,9.434,0.18823,-0.05169,-0.1840,9.987,0.13909,0.09724,0.1151,1.316,0.00872,-0.00770,0.2493,0.947,-0.02349,0.01835,-0.9117,-1.523,0.05565,0.07087,-0.1465,-0.408,0.49113,0.47091,-0.0121,0.813,-0.36392,-0.32589,-0.6518,-0.369,-0.02693,-0.17457,2.5115,1.467,-0.04344,-0.08154,0.5212,0.711,0.04955,0.03939,-0.0387,0.527,-0.48204,-0.40058,-0.4791,-2.420,0.35256,0.37659,-0.1927,-0.572,0.47327,0.62035,-2.1103,-2.164,0.06288,0.05338,0.0893,0.206
9318,11.825366,7.449,-0.19152,-0.24116,0.1099,4.613,0.09564,0.01849,0.0724,7.491,0.09889,0.09890,0.4035,-1.022,0.26977,0.25555,0.0660,1.145,0.11740,-0.14206,-0.1327,10.772,-0.10462,-0.01368,-0.0174,-3.586,-0.22363,-0.20654,-0.9970,0.612,-0.10331,-0.10312,-0.3113,0.706,-0.35271,-0.36457,0.3811,0.591,0.33040,0.18960,1.6000,8.165,0.18823,-0.05214,-0.2296,10.148,0.13909,0.09746,0.1121,1.329,0.00872,-0.00720,0.2511,0.894,-0.02349,0.01660,-0.8718,-1.448,0.05565,0.07049,-0.1889,-0.316,0.49113,0.47087,-0.0216,0.833,-0.36392,-0.32729,-0.7016,-0.217,-0.02693,-0.16918,2.6976,0.882,-0.04344,-0.08031,0.6146,0.482,0.04955,0.03936,-0.0137,0.484,-0.48204,-0.40162,-0.5203,-2.300,0.35256,0.37623,-0.1828,-0.576,0.47327,0.61580,-2.2752,-1.662,0.06288,0.05355,0.0882,0.202
9319,11.826561,8.644,-0.19152,-0.24116,0.1099,4.613,0.09564,0.01849,0.0724,7.491,0.09889,0.09890,0.4035,-1.022,0.26977,0.25555,0.0660,1.145,0.11740,-0.14206,-0.1327,10.772,-0.10462,-0.01368,-0.0174,-3.586,-0.22363,-0.20654,-0.9970,0.612,-0.10331,-0.10312,-0.3113,0.706,-0.35271,-0.36457,0.3811,0.591,0.33040,0.18960,1.6000,8.165,0.18823,-0.05214,-0.2296,10.148,0.13909,0.09746,0.1121,1.329,0.00872,-0.00720,0.2511,0.894,-0.02349,0.01660,-0.8718,-1.448,0.05565,0.07049,-0.1889,-0.316,0.49113,0.47087,-0.0216,0.833,-0.36392,-0.32729,-0.7016,-0.217,-0.02693,-0.16918,2.6976,0.882,-0.04344,-0.08031,0.6146,0.482,0.04955,0.03936,-0.0137,0.484,-0.48204,-0.40162,-0.5203,-2.300,0.35256,0.37623,-0.1828,-0.576,0.47327,0.61580,-2.2752,-1.662,0.06288,0.05355,0.0882,0.202
9320,11.827993,10.076,-0.19152,-0.24096,0.0982,4.634,0.09564,0.01863,0.0692,7.498,0.09889,0.09973,0.4128,-1.211,0.26977,0.25569,0.0703,1.125,0.11740,-0.14232,-0.1320,10.776,-0.10462,-0.01372,-0.0175,-3.586,-0.22363,-0.20873,-1.0953,1.282,-0.10331,-0.10381,-0.3427,0.915,-0.35271,-0.36365,0.4576,0.042,0.33040,0.19308,1.7401,6.881,0.18823,-0.05265,-0.2548,10.304,0.13909,0.09770,0.1185,1.329,0.00872,-0.00669,0.2560,0.839,-0.02349,0.01488,-0.8623,-1.394,0.05565,0.07007,-0.2114,-0.216,0.49113,0.47081,-0.0292,0.853,-0.36392,-0.32876,-0.7337,-0.062,-0.02693,-0.16351,2.8311,0.294,-0.04344,-0.07898,0.6630,0.246,0.04955,0.03936,-0.0009,0.435,-0.48204,-0.40272,-0.5478,-2.176,0.35256,0.37588,-0.1732,-0.581,0.47327,0.61104,-2.3781,-1.151,0.06288,0.05373,0.0865,0.197
9321,11.829062,11.145,-0.19152,-0.24078,0.0905,4.649,0.09564,0.01878,0.0719,7.493,0.09889,0.10052,0.3937,-1.322,0.26977,0.25585,0.0783,1.091,0.11740,-0.14259,-0.1333,10.785,-0.10462,-0.01375,-0.0175,-3.584,-0.22363,-0.21099,-1.1308,1.796,-0.10331,-0.10451,-0.3544,1.077,-0.35271,-0.36275,0.4513,-0.278,0.33040,0.19669,1.8048,5.902,0.18823,-0.05317,-0.2586,10.399,0.13909,0.09796,0.1316,1.300,0.00872,-0.00616,0.2662,0.773,-0.02349,0.01311,-0.8856,-1.250,0.05565,0.06964,-0.2130,-0.154,0.49113,0.47074,-0.0356,0.871,-0.36392,-0.33025,-0.7478,0.061,-0.02693,-0.15769,2.9129,-0.199,-0.04344,-0.07765,0.6655,0.096,0.04955,0.03936,-0.0001,0.409,-0.48204,-0.40384,-0.5618,-2.077,0.35256,0.37556,-0.1635,-0.586,0.47327,0.60620,-2.4174,-0.755,0.06288,0.05390,0.0840,0.193
9322,11.830642,12.725,-0.19152,-0.24078,0.0905,4.649,0.09564,0.01878,0.0719,7.493,0.09889,0.10052,0.3937,-1.322,0.26977,0.25585,0.0783,1.091,0.11740,-0.14259,-0.1333,10.785,-0.10462,-0.01375,-0.0175,-3.584,-0.22363,-0.21099,-1.1308,1.796,-0.10331,-0.10451,-0.3544,1.077,-0.35271,-0.36275,0.4513,-0.278,0.33040,0.19669,1.8048,5.902,0.18823,-0.05317,-0.2586,10.399,0.13909,0.09796,0.1316,1.300,0.00872,-0.00616,0.2662,0.773,-0.02349,0.01311,-0.8856,-1.250,0.05565,0.06964,-0.2130,-0.154,0.49113,0.47074,-0.0356,0.871,-0.36392,-0.33025,-0.7478,0.061,-0.02693,-0.15769,2.9129,-0.199,-0.04344,-0.07765,0.6655,0.096,0.04955,0.03936,-0.0001,0.409,-0.48204,-0.40384,-0.5618,-2.077,0.35256,0.37556,-0.1635,-0.586,0.47327,0.60620,-2.4174,-0.755,0.06288,0.05390,0.0840,0.193
9323,11.831661,13.744,-0.19152,-0.24061,0.0905,4.649,0.09564,0.01893,0.0719,7.493,0.09889,0.10124,0.3937,-1.322,0.26977,0.25602,0.0783,1.091,0.11740,-0.14286,-0.1333,10.785,-0.10462,-0.01379,-0.0175,-3.584,-0.22363,-0.21324,-1.1308,1.796,-0.10331,-0.10522,-0.3544,1.077,-0.35271,-0.36197,0.4513,-0.278,0.33040,0.20032,1.8048,5.902,0.18823,-0.05367,-0.2586,10.399,0.13909,0.09826,0.1316,1.300,0.00872,-0.00560,0.2662,0.773,-0.02349,0.01126,-0.8856,-1.250,0.05565,0.06924,-0.2130,-0.154,0.49113,0.47066,-0.0356,0.871,-0.36392,-0.33176,-0.7478,0.061,-0.02693,-0.15178,2.9129,-0.199,-0.04344,-0.07637,0.6655,0.096,0.04955,0.03936,-0.0001,0.409,-0.48204,-0.40497,-0.5618,-2.077,0.35256,0.37524,-0.1635,-0.586,0.47327,0.60138,-2.4174,-0.755,0.06288,0.05406,0.0840,0.193
9324,11.832719,14.802,-0.19152,-0.24061,0.0886,4.637,0.09564,0.01893,0.0789,7.455,0.09889,0.10124,0.3604,-1.415,0.26977,0.25602,0.0865,1.022,0.11740,-0.14286,-0.1356,10.810,-0.10462,-0.01379,-0.0174,-3.581,-0.22363,-0.21324,-1.1210,2.353,-0.10331,-0.10522,-0.3518,1.254,-0.35271,-0.36197,0.3929,-0.428,0.33040,0.20032,1.8148,4.887,0.18823,-0.05367,-0.2478,10.451,0.13909,0.09826,0.1486,1.239,0.00872,-0.00560,0.2785,0.633,-0.02349,0.01126,-0.9234,-0.818,0.05565,0.06924,-0.2023,-0.118,0.49113,0.47066,-0.0407,0.890,-0.36392,-0.33176,-0.7505,0.209,-0.02693,-0.15178,2.9524,-0.832,-0.04344,-0.07637,0.6393,-0.014,0.04955,0.03936,-0.0001,0.408,-0.48204,-0.40497,-0.5651,-1.959,0.35256,0.37524,-0.1586,-0.580,0.47327,0.60138,-2.4136,-0.290,0.06288,0.05406,0.0810,0.185
9325,11.833853,15.936,-0.19152,-0.24041,0.0971,4.642,0.09564,0.01911,0.0898,7.434,0.09889,0.10189,0.3256,-1.315,0.26977,0.25620,0.0904,0.986,0.11740,-0.14314,-0.1380,10.817,-0.10462,-0.01382,-0.0173,-3.581,-0.22363,-0.21538,-1.0718,2.323,-0.10331,-0.10589,-0.3352,1.246,-0.35271,-0.36134,0.3128,-0.253,0.33040,0.20387,1.7737,4.842,0.18823,-0.05411,-0.2236,10.419,0.13909,0.09857,0.1533,1.187,0.00872,-0.00502,0.2890,0.596,-0.02349,0.00934,-0.9613,-0.705,0.05565,0.06888,-0.1808,-0.139,0.49113,0.47057,-0.0436,0.900,-0.36392,-0.33324,-0.7410,0.215,-0.02693,-0.14591,2.9381,-0.911,-0.04344,-0.07519,0.5927,0.039,0.04955,0.03936,-0.0005,0.408,-0.48204,-0.40608,-0.5566,-1.953,0.35256,0.37492,-0.1582,-0.590,0.47327,0.59666,-2.3592,-0.297,0.06288,0.05421,0.0768,0.191
9326,11.834987,17.070,-0.19152,-0.24019,0.1093,4.598,0.09564,0.01931,0.1002,7.383,0.09889,0.10249,0.3036,-1.276,0.26977,0.25638,0.0902,0.950,0.11740,-0.14341,-0.1396,10.835,-0.10462,-0.01385,-0.0173,-3.580,-0.22363,-0.21743,-1.0276,2.390,-0.10331,-0.10653,-0.3196,1.263,-0.35271,-0.36084,0.2504,-0.076,0.33040,0.20734,1.7371,4.672,0.18823,-0.05452,-0.2010,10.364,0.13909,0.09887,0.1488,1.161,0.00872,-0.00443,0.2965,0.507,-0.02349,0.00736,-0.9900,-0.399,0.05565,0.06856,-0.1595,-0.168,0.49113,0.47048,-0.0453,0.909,-0.36392,-0.33470,-0.7317,0.255,-0.02693,-0.14007,2.9170,-1.117,-0.04344,-0.07407,0.5569,0.085,0.04955,0.03936,-0.0007,0.408,-0.48204,-0.40718,-0.5472,-1.925,0.35256,0.37460,-0.1589,-0.578,0.47327,0.59205,-2.3050,-0.217,0.06288,0.05436,0.0738,0.193
9327,11.836282,18.365,-0.19152,-0.24019,0.1093,4.598,0.09564,0.01931,0.1002,7.383,0.09889,0.10249,0.3036,-1.276,0.26977,0.25638,0.0902,0.950,0.11740,-0.14341,-0.1396,10.835,-0.10462,-0.01385,-0.0173,-3.580,-0.22363,-0.21743,-1.0276,2.390,-0.10331,-0.10653,-0.3196,1.263,-0.35271,-0.36084,0.2504,-0.076,0.33040,0.20734,1.7371,4.672,0.18823,-0.05452,-0.2010,10.364,0.13909,0.09887,0.1488,1.161,0.00872,-0.00443,0.2965,0.507,-0.02349,0.00736,-0.9900,-0.399,0.05565,0.06856,-0.1595,-0.168,0.49113,0.47048,-0.0453,0.909,-0.36392,-0.33470,-0.7317,0.255,-0.02693,-0.14007,2.9170,-1.117,-0.04344,-0.07407,0.5569,0.085,0.04955,0.03936,-0.0007,0.408,-0.48204,-0.40718,-0.5472,-1.925,0.35256,0.37460,-0.1589,-0.578,0.47327,0.59205,-2.3050,-0.217,0.06288,0.05436,0.0738,0.193
9328,11.837429,19.512,-0.19152,-0.23994,0.1265,4.539,0.09564,0.01953,0.1102,7.332,0.09889,0.10308,0.2945,-1.271,0.26977,0.25656,0.0859,0.932,0.11740,-0.14370,-0.1406,10.851,-0.10462,-0.01389,-0.0174,-3.579,-0.22363,-0.21941,-0.9856,2.463,-0.10331,-0.10714,-0.3037,1.280,-0.35271,-0.36042,0.2081,0.062,0.33040,0.21074,1.6997,4.489,0.18823,-0.05487,-0.1793,10.312,0.13909,0.09914,0.1374,1.163,0.00872,-0.00383,0.2996,0.425,-0.02349,0.00535,-1.0051,-0.114,0.05565,0.06828,-0.1383,-0.197,0.49113,0.47039,-0.0455,0.916,-0.36392,-0.33614,-0.7201,0.295,-0.02693,-0.13432,2.8782,-1.309,-0.04344,-0.07301,0.5305,0.112,0.04955,0.03936,-0.0007,0.409,-0.48204,-0.40825,-0.5359,-1.900,0.35256,0.37429,-0.1591,-0.564,0.47327,0.58757,-2.2416,-0.141,0.06288,0.05450,0.0713,0.193
9329,11.837467,19.550,-0.19152,-0.23994,0.1265,4.539,0.09564,0.01953,0.1102,7.332,0.09889,0.10308,0.2945,-1.271,0.26977,0.25656,0.0859,0.932,0.11740,-0.14370,-0.1406,10.851,-0.10462,-0.01389,-0.0174,-3.579,-0.22363,-0.21941,-0.9856,2.463,-0.10331,-0.10714,-0.3037,1.280,-0.35271,-0.36042,0.2081,0.062,0.33040,0.21074,1.6997,4.489,0.18823,-0.05487,-0.1793,10.312,0.13909,0.09914,0.1374,1.163,0.00872,-0.00383,0.2996,0.425,-0.02349,0.00535,-1.0051,-0.114,0.05565,0.06828,-0.1383,-0.197,0.49113,0.47039,-0.0455,0.916,-0.36392,-0.33614,-0.7201,0.295,-0.02693,-0.13432,2.8782,-1.309,-0.04344,-0.07301,0.5305,0.112,0.04955,0.03936,-0.0007,0.409,-0.48204,-0.40825,-0.5359,-1.900,0.35256,0.37429,-0.1591,-0.564,0.47327,0.58757,-2.2416,-0.141,0.06288,0.05450,0.0713,0.193
9330,11.838662,0.728,-0.19837,-0.23965,0.1467,4.539,0.09034,0.01977,0.1200,7.332,0.10418,0.10367,0.2947,-1.271,0.26543,0.25671,0.0792,0.932,0.11943,-0.14398,-0.1415,10.851,-0.10486,-0.01392,-0.0176,-3.579,-0.24184,-0.22129,-0.9443,2.463,-0.10823,-0.10771,-0.2875,1.280,-0.33766,-0.36006,0.1803,0.062,0.39139,0.21406,1.6601,4.489,0.19976,-0.05519,-0.1586,10.312,0.13610,0.09939,0.1236,1.163,0.01328,-0.00323,0.2992,0.425,-0.03892,0.00333,-1.0090,-0.114,0.05868,0.06805,-0.1172,-0.197,0.48676,0.47030,-0.0445,0.916,-0.38386,-0.33755,-0.7064,0.295,0.05925,-0.12867,2.8232,-1.309,-0.02867,-0.07199,0.5098,0.112,0.05105,0.03936,-0.0006,0.409,-0.49608,-0.40930,-0.5230,-1.900,0.35327,0.37397,-0.1585,-0.564,0.41526,0.58323,-2.1697,-0.141,0.06242,0.05464,0.0690,0.193
9331,11.839831,1.897,-0.19837,-0.23965,0.1467,3.687,0.09034,0.01977,0.1200,6.697,0.10418,0.10367,0.2947,-0.834,0.26543,0.25671,0.0792,0.515,0.11943,-0.14398,-0.1415,10.961,-0.10486,-0.01392,-0.0176,-3.585,-0.24184,-0.22129,-0.9443,0.778,-0.10823,-0.10771,-0.2875,0.810,-0.33766,-0.36006,0.1803,1.699,0.39139,0.21406,1.6601,10.263,0.19976,-0.05519,-0.1586,10.674,0.13610,0.09939,0.1236,1.098,0.01328,-0.00323,0.2992,0.753,-0.03892,0.00333,-1.0090,-1.198,0.05868,0.06805,-0.1172,-0.140,0.48676,0.47030,-0.0445,0.747,-0.38386,-0.33755,-0.7064,-0.439,0.05925,-0.12867,2.8232,1.871,-0.02867,-0.07199,0.5098,0.713,0.05105,0.03936,-0.0006,0.469,-0.49608,-0.40930,-0.5230,-2.426,0.35327,0.37397,-0.1585,-0.511,0.41526,0.58323,-2.1697,-2.379,0.06242,0.05464,0.0690,0.173
9332,11.840958,3.024,-0.19837,-0.23965,0.1467,3.687,0.09034,0.01977,0.1200,6.697,0.10418,0.10367,0.2947,-0.834,0.26543,0.25671,0.0792,0.515,0.11943,-0.14398,-0.1415,10.961,-0.10486,-0.01392,-0.0176,-3.585,-0.24184,-0.22129,-0.9443,0.778,-0.10823,-0.10771,-0.2875,0.810,-0.33766,-0.36006,0.1803,1.699,0.39139,0.21406,1.6601,10.263,0.19976,-0.05519,-0.1586,10.674,0.13610,0.09939,0.1236,1.098,0.01328,-0.00323,0.2992,0.753,-0.03892,0.00333,-1.0090,-1.198,0.05868,0.06805,-0.1172,-0.140,0.48676,0.47030,-0.0445,0.747,-0.38386,-0.33755,-0.7064,-0.439,0.05925,-0.12867,2.8232,1.871,-0.02867,-0.07199,0.5098,0.713,0.05105,0.03936,-0.0006,0.469,-0.49608,-0.40930,-0.5230,-2.426,0.35327,0.37397,-0.1585,-0.511,0.41526,0.58323,-2.1697,-2.379,0.06242,0.05464,0.0690,0.173
9333,11.842080,4.146,-0.19837,-0.23937,0.1368,3.687,0.09034,0.01999,0.1061,6.697,0.10418,0.10437,0.3462,-0.834,0.26543,0.25685,0.0695,0.515,0.11943,-0.14425,-0.1337,10.961,-0.10486,-0.01396,-0.0164,-3.585,-0.24184,-0.22354,-1.1228,0.778,-0.10823,-0.10839,-0.3415,0.810,-0.33766,-0.35927,0.3961,1.699,0.39139,0.21785,1.8932,10.263,0.19976,-0.05559,-0.1976,10.674,0.13610,0.09959,0.1000,1.098,0.01328,-0.00264,0.2956,0.753,-0.03892,0.00142,-0.9549,-1.198,0.05868,0.06772,-0.1652,-0.140,0.48676,0.47018,-0.0593,0.747,-0.38386,-0.33907,-0.7593,-0.439,0.05925,-0.12259,3.0409,1.871,-0.02867,-0.07079,0.6035,0.713,0.05105,0.03941,0.0270,0.469,-0.49608,-0.41043,-0.5697,-2.426,0.35327,0.37369,-0.1412,-0.511,0.41526,0.57852,-2.3535,-2.379,0.06242,0.05476,0.0617,0.173
9334,11.843239,5.305,-0.19837,-0.23912,0.1281,3.690,0.09034,0.02017,0.0936,6.717,0.10418,0.10516,0.3965,-1.057,0.26543,0.25697,0.0606,0.545,0.11943,-0.14450,-0.1278,10.948,-0.10486,-0.01399,-0.0152,-3.587,-0.24184,-0.22614,-1.2988,1.538,-0.10823,-0.10918,-0.3943,1.041,-0.33766,-0.35806,0.6062,0.973,0.39139,0.22209,2.1225,8.835,0.19976,-0.05605,-0.2329,10.807,0.13610,0.09975,0.0812,1.161,0.01328,-0.00205,0.2936,0.705,-0.03892,-0.00038,-0.9014,-1.169,0.05868,0.06729,-0.2131,-0.031,0.48676,0.47003,-0.0747,0.782,-0.38386,-0.34070,-0.8124,-0.273,0.05925,-0.11607,3.2585,1.192,-0.02867,-0.06939,0.6962,0.478,0.05105,0.03952,0.0542,0.412,-0.49608,-0.41167,-0.6166,-2.287,0.35327,0.37344,-0.1237,-0.534,0.41526,0.57345,-2.5352,-1.823,0.06242,0.05487,0.0545,0.183
9335,11.844953,7.019,-0.19837,-0.23912,0.1281,3.690,0.09034,0.02017,0.0936,6.717,0.10418,0.10516,0.3965,-1.057,0.26543,0.25697,0.0606,0.545,0.11943,-0.14450,-0.1278,10.948,-0.10486,-0.01399,-0.0152,-3.587,-0.24184,-0.22614,-1.2988,1.538,-0.10823,-0.10918,-0.3943,1.041,-0.33766,-0.35806,0.6062,0.973,0.39139,0.22209,2.1225,8.835,0.19976,-0.05605,-0.2329,10.807,0.13610,0.09975,0.0812,1.161,0.01328,-0.00205,0.2936,0.705,-0.03892,-0.00038,-0.9014,-1.169,0.05868,0.06729,-0.2131,-0.031,0.48676,0.47003,-0.0747,0.782,-0.38386,-0.34070,-0.8124,-0.273,0.05925,-0.11607,3.2585,1.192,-0.02867,-0.06939,0.6962,0.478,0.05105,0.03952,0.0542,0.412,-0.49608,-0.41167,-0.6166,-2.287,0.35327,0.37344,-0.1237,-0.534,0.41526,0.57345,-2.5352,-1.823,0.06242,0.05487,0.0545,0.183
9336,11.846330,8.396,-0.19837,-0.23888,0.1200,3.690,0.09034,0.02035,0.0871,6.736,0.10418,0.10598,0.4101,-1.288,0.26543,0.25709,0.0585,0.573,0.11943,-0.14475,-0.1245,10.941,-0.10486,-0.01402,-0.0145,-3.590,-0.24184,-0.22895,-1.4048,2.326,-0.10823,-0.11003,-0.4266,1.278,-0.33766,-0.35663,0.7121,0.221,0.39139,0.22662,2.2666,7.379,0.19976,-0.05655,-0.2466,10.931,0.13610,0.09989,0.0685,1.211,0.01328,-0.00146,0.2971,0.652,-0.03892,-0.00216,-0.8880,-1.149,0.05868,0.06682,-0.2372,0.082,0.48676,0.46986,-0.0875,0.819,-0.38386,-0.34239,-0.8457,-0.102,0.05925,-0.10924,3.4146,0.496,-0.02867,-0.06791,0.7427,0.237,0.05105,0.03965,0.0678,0.353,-0.49608,-0.41296,-0.6478,-2.143,0.35327,0.37322,-0.1083,-0.559,0.41526,0.56815,-2.6481,-1.257,0.06242,0.05497,0.0495,0.193
9337,11.848027,10.093,-0.19837,-0.23865,0.1132,3.690,0.09034,0.02053,0.0888,6.738,0.10418,0.10675,0.3859,-1.410,0.26543,0.25722,0.0640,0.571,0.11943,-0.14500,-0.1243,10.941,-0.10486,-0.01404,-0.0140,-3.590,-0.24184,-0.23182,-1.4365,2.925,-0.10823,-0.11091,-0.4377,1.460,-0.33766,-0.35522,0.7089,-0.239,0.39139,0.23127,2.3247,6.277,0.19976,-0.05702,-0.2393,10.992,0.13610,0.10004,0.0750,1.243,0.01328,-0.00084,0.3086,0.582,-0.03892,-0.00399,-0.9167,-1.012,0.05868,0.06634,-0.2366,0.149,0.48676,0.46966,-0.0982,0.851,-0.38386,-0.34411,-0.8592,0.033,0.05925,-0.10222,3.5088,-0.089,-0.02867,-0.06642,0.7425,0.084,0.05105,0.03979,0.0679,0.320,-0.49608,-0.41429,-0.6634,-2.029,0.35327,0.37303,-0.0950,-0.581,0.41526,0.56277,-2.6908,-0.820,0.06242,0.05506,0.0466,0.199
9338,11.849261,11.327,-0.19837,-0.23865,0.1132,3.690,0.09034,0.02053,0.0888,6.738,0.10418,0.10675,0.3859,-1.410,0.26543,0.25722,0.0640,0.571,0.11943,-0.14500,-0.1243,10.941,-0.10486,-0.01404,-0.0140,-3.590,-0.24184,-0.23182,-1.4365,2.925,-0.10823,-0.11091,-0.4377,1.460,-0.33766,-0.35522,0.7089,-0.239,0.39139,0.23127,2.3247,6.277,0.19976,-0.05702,-0.2393,10.992,0.13610,0.10004,0.0750,1.243,0.01328,-0.00084,0.3086,0.582,-0.03892,-0.00399,-0.9167,-1.012,0.05868,0.06634,-0.2366,0.149,0.48676,0.46966,-0.0982,0.851,-0.38386,-0.34411,-0.8592,0.033,0.05925,-0.10222,3.5088,-0.089,-0.02867,-0.06642,0.7425,0.084,0.05105,0.03979,0.0679,0.320,-0.49608,-0.41429,-0.6634,-2.029,0.35327,0.37303,-0.0950,-0.581,0.41526,0.56277,-2.6908,-0.820,0.06242,0.05506,0.0466,0.199
9339,11.850346,12.412,-0.19837,-0.23843,0.1103,3.688,0.09034,0.02072,0.0962,6.715,0.10418,0.10743,0.3419,-1.415,0.26543,0.25736,0.0724,0.533,0.11943,-0.14525,-0.1259,10.950,-0.10486,-0.01407,-0.0136,-3.591,-0.24184,-0.23465,-1.4161,3.307,-0.10823,-0.11178,-0.4337,1.581,-0.33766,-0.35394,0.6387,-0.371,0.39139,0.23592,2.3221,5.551,0.19976,-0.05746,-0.2180,10.989,0.13610,0.10022,0.0928,1.217,0.01328,-0.00019,0.3239,0.486,-0.03892,-0.00593,-0.9685,-0.742,0.05868,0.06591,-0.2187,0.167,0.48676,0.46945,-0.1067,0.880,-0.38386,-0.34582,-0.8584,0.128,0.05925,-0.09512,3.5514,-0.558,-0.02867,-0.06500,0.7132,0.025,0.05105,0.03991,0.0597,0.315,-0.49608,-0.41562,-0.6667,-1.945,0.35327,0.37286,-0.0847,-0.600,0.41526,0.55741,-2.6803,-0.519,0.06242,0.05515,0.0451,0.201
9340,11.851516,13.582,-0.19837,-0.23820,0.1143,3.675,0.09034,0.02093,0.1068,6.673,0.10418,0.10803,0.2982,-1.351,0.26543,0.25752,0.0780,0.481,0.11943,-0.14551,-0.1275,10.965,-0.10486,-0.01410,-0.0133,-3.591,-0.24184,-0.23739,-1.3681,3.530,-0.10823,-0.11262,-0.4205,1.656,-0.33766,-0.35284,0.5483,-0.288,0.39139,0.24049,2.2851,5.098,0.19976,-0.05784,-0.1895,10.943,0.13610,0.10044,0.1079,1.157,0.01328,0.00048,0.3381,0.375,-0.03892,-0.00797,-1.0224,-0.393,0.05868,0.06552,-0.1913,0.149,0.48676,0.46922,-0.1125,0.906,-0.38386,-0.34752,-0.8492,0.196,0.05925,-0.08802,3.5531,-0.928,-0.02867,-0.06365,0.6731,0.027,0.05105,0.04001,0.0485,0.326,-0.49608,-0.41695,-0.6609,-1.885,0.35327,0.37271,-0.0783,-0.614,0.41526,0.55214,-2.6346,-0.326,0.06242,0.05524,0.0442,0.200
9341,11.852649,14.715,-0.19837,-0.23820,0.1143,3.675,0.09034,0.02093,0.1068,6.673,0.10418,0.10803,0.2982,-1.351,0.26543,0.25752,0.0780,0.481,0.11943,-0.14551,-0.1275,10.965,-0.10486,-0.01410,-0.0133,-3.591,-0.24184,-0.23739,-1.3681,3.530,-0.10823,-0.11262,-0.4205,1.656,-0.33766,-0.35284,0.5483,-0.288,0.39139,0.24049,2.2851,5.098,0.19976,-0.05784,-0.1895,10.943,0.13610,0.10044,0.1079,1.157,0.01328,0.00048,0.3381,0.375,-0.03892,-0.00797,-1.0224,-0.393,0.05868,0.06552,-0.1913,0.149,0.48676,0.46922,-0.1125,0.906,-0.38386,-0.34752,-0.8492,0.196,0.05925,-0.08802,3.5531,-0.928,-0.02867,-0.06365,0.6731,0.027,0.05105,0.04001,0.0485,0.326,-0.49608,-0.41695,-0.6609,-1.885,0.35327,0.37271,-0.0783,-0.614,0.41526,0.55214,-2.6346,-0.326,0.06242,0.05524,0.0442,0.200
