sample,t_s,cmd_age_ms,qd_L_hip_pitch,q_L_hip_pitch,dq_L_hip_pitch,tau_L_hip_pitch,qd_L_hip_roll,q_L_hip_roll,dq_L_hip_roll,tau_L_hip_roll,qd_L_hip_yaw,q_L_hip_yaw,dq_L_hip_yaw,tau_L_hip_yaw,qd_L_knee,q_L_knee,dq_L_knee,tau_L_knee,qd_L_ank_pitch,q_L_ank_pitch,dq_L_ank_pitch,tau_L_ank_pitch,qd_L_ank_roll,q_L_ank_roll,dq_L_ank_roll,tau_L_ank_roll,qd_R_hip_pitch,q_R_hip_pitch,dq_R_hip_pitch,tau_R_hip_pitch,qd_R_hip_roll,q_R_hip_roll,dq_R_hip_roll,tau_R_hip_roll,qd_R_hip_yaw,q_R_hip_yaw,dq_R_hip_yaw,tau_R_hip_yaw,qd_R_knee,q_R_knee,dq_R_knee,tau_R_knee,qd_R_ank_pitch,q_R_ank_pitch,dq_R_ank_pitch,tau_R_ank_pitch,qd_R_ank_roll,q_R_ank_roll,dq_R_ank_roll,tau_R_ank_roll,qd_waist_roll,q_waist_roll,dq_waist_roll,tau_waist_roll,qd_waist_yaw,q_waist_yaw,dq_waist_yaw,tau_waist_yaw,qd_L_sh_pitch,q_L_sh_pitch,dq_L_sh_pitch,tau_L_sh_pitch,qd_L_sh_roll,q_L_sh_roll,dq_L_sh_roll,tau_L_sh_roll,qd_L_sh_yaw,q_L_sh_yaw,dq_L_sh_yaw,tau_L_sh_yaw,qd_L_elbow,q_L_elbow,dq_L_elbow,tau_L_elbow,qd_L_wrist,q_L_wrist,dq_L_wrist,tau_L_wrist,qd_R_sh_pitch,q_R_sh_pitch,dq_R_sh_pitch,tau_R_sh_pitch,qd_R_sh_roll,q_R_sh_roll,dq_R_sh_roll,tau_R_sh_roll,qd_R_sh_yaw,q_R_sh_yaw,dq_R_sh_yaw,tau_R_sh_yaw,qd_R_elbow,q_R_elbow,dq_R_elbow,tau_R_elbow,qd_R_wrist,q_R_wrist,dq_R_wrist,tau_R_wrist
0,0.000000,1.000,-0.10165,-0.12113,-0.0675,1.805,0.07461,-0.00021,0.0186,7.264,-0.03952,-0.02439,-0.1131,-1.842,0.32602,0.31059,0.0212,1.891,0.10640,-0.20909,0.0909,13.593,-0.06492,-0.00529,-0.0848,-2.101,-0.12641,-0.12199,-0.0609,0.870,-0.06601,0.00179,0.0157,-6.377,0.04764,0.02523,0.2891,1.938,0.31041,0.31166,0.0173,0.977,0.08323,-0.20893,0.0919,12.842,0.06977,0.00566,0.1716,2.203,0.00456,-0.00026,0.0142,0.100,-0.00540,0.00125,0.0208,-0.155,0.36724,0.34666,0.0646,1.491,0.19148,0.17757,-0.1009,0.623,0.00731,-0.00018,-0.0045,0.043,0.84985,0.86566,-0.0033,-0.214,0.01207,0.00412,0.0607,0.180,0.38658,0.34269,0.0999,1.984,-0.19360,-0.17402,0.0470,-1.237,-0.01439,0.00017,0.0037,-0.198,0.86662,0.87564,0.0057,-0.094,-0.01010,-0.00968,-0.0275,-0.026
1,0.001346,2.346,-0.10165,-0.12124,-0.0530,2.084,0.07461,-0.00018,0.0173,7.445,-0.03952,-0.02468,-0.1451,-1.287,0.32602,0.31063,0.0170,1.489,0.10640,-0.20892,0.0836,12.392,-0.06492,-0.00545,-0.0787,-2.173,-0.12641,-0.12208,-0.0463,-0.320,-0.06601,0.00183,0.0174,-6.812,0.04764,0.02584,0.3053,1.663,0.31041,0.31169,0.0133,-0.169,0.08323,-0.20876,0.0865,11.457,0.06977,0.00599,0.1638,2.136,0.00456,-0.00022,0.0157,0.453,-0.00540,0.00128,0.0179,-0.706,0.36724,0.34680,0.0698,0.694,0.19148,0.17736,-0.1032,0.758,0.00731,-0.00019,-0.0046,0.154,0.84985,0.86566,-0.0025,-0.313,0.01207,0.00423,0.0568,0.098,0.38658,0.34291,0.1093,1.556,-0.19360,-0.17394,0.0377,-0.877,-0.01439,0.00017,0.0034,-0.295,0.86662,0.87565,0.0048,-0.186,-0.01010,-0.00973,-0.0229,0.019
2,0.002481,3.481,-0.10165,-0.12124,-0.0530,2.084,0.07461,-0.00018,0.0173,7.445,-0.03952,-0.02468,-0.1451,-1.287,0.32602,0.31063,0.0170,1.489,0.10640,-0.20892,0.0836,12.392,-0.06492,-0.00545,-0.0787,-2.173,-0.12641,-0.12208,-0.0463,-0.320,-0.06601,0.00183,0.0174,-6.812,0.04764,0.02584,0.3053,1.663,0.31041,0.31169,0.0133,-0.169,0.08323,-0.20876,0.0865,11.457,0.06977,0.00599,0.1638,2.136,0.00456,-0.00022,0.0157,0.453,-0.00540,0.00128,0.0179,-0.706,0.36724,0.34680,0.0698,0.694,0.19148,0.17736,-0.1032,0.758,0.00731,-0.00019,-0.0046,0.154,0.84985,0.86566,-0.0025,-0.313,0.01207,0.00423,0.0568,0.098,0.38658,0.34291,0.1093,1.556,-0.19360,-0.17394,0.0377,-0.877,-0.01439,0.00017,0.0034,-0.295,0.86662,0.87565,0.0048,-0.186,-0.01010,-0.00973,-0.0229,0.019
3,0.002557,3.557,-0.10165,-0.12124,-0.0530,2.084,0.07461,-0.00018,0.0173,7.445,-0.03952,-0.02468,-0.1451,-1.287,0.32602,0.31063,0.0170,1.489,0.10640,-0.20892,0.0836,12.392,-0.06492,-0.00545,-0.0787,-2.173,-0.12641,-0.12208,-0.0463,-0.320,-0.06601,0.00183,0.0174,-6.812,0.04764,0.02584,0.3053,1.663,0.31041,0.31169,0.0133,-0.169,0.08323,-0.20876,0.0865,11.457,0.06977,0.00599,0.1638,2.136,0.00456,-0.00022,0.0157,0.453,-0.00540,0.00128,0.0179,-0.706,0.36724,0.34680,0.0698,0.694,0.19148,0.17736,-0.1032,0.758,0.00731,-0.00019,-0.0046,0.154,0.84985,0.86566,-0.0025,-0.313,0.01207,0.00423,0.0568,0.098,0.38658,0.34291,0.1093,1.556,-0.19360,-0.17394,0.0377,-0.877,-0.01439,0.00017,0.0034,-0.295,0.86662,0.87565,0.0048,-0.186,-0.01010,-0.00973,-0.0229,0.019
4,0.003789,4.789,-0.10165,-0.12132,-0.0417,2.065,0.07461,-0.00014,0.0167,7.444,-0.03952,-0.02497,-0.1447,-1.194,0.32602,0.31065,0.0116,1.496,0.10640,-0.20879,0.0687,12.404,-0.06492,-0.00562,-0.0856,-2.182,-0.12641,-0.12215,-0.0361,-0.340,-0.06601,0.00186,0.0149,-6.819,0.04764,0.02644,0.3008,1.570,0.31041,0.31171,0.0096,-0.161,0.08323,-0.20862,0.0702,11.463,0.06977,0.00632,0.1640,2.142,0.00456,-0.00019,0.0156,0.447,-0.00540,0.00131,0.0142,-0.704,0.36724,0.34692,0.0643,0.678,0.19148,0.17716,-0.1023,0.771,0.00731,-0.00020,-0.0038,0.154,0.84985,0.86565,-0.0013,-0.314,0.01207,0.00433,0.0481,0.100,0.38658,0.34314,0.1114,1.528,-0.19360,-0.17387,0.0335,-0.862,-0.01439,0.00018,0.0016,-0.295,0.86662,0.87566,0.0038,-0.185,-0.01010,-0.00977,-0.0183,0.015
5,0.004958,5.958,-0.10165,-0.12139,-0.0326,2.051,0.07461,-0.00011,0.0160,7.442,-0.03952,-0.02525,-0.1405,-1.166,0.32602,0.31067,0.0078,1.507,0.10640,-0.20867,0.0565,12.436,-0.06492,-0.00580,-0.0897,-2.158,-0.12641,-0.12221,-0.0277,-0.354,-0.06601,0.00188,0.0125,-6.817,0.04764,0.02702,0.2925,1.519,0.31041,0.31172,0.0068,-0.154,0.08323,-0.20851,0.0567,11.498,0.06977,0.00664,0.1609,2.128,0.00456,-0.00016,0.0153,0.444,-0.00540,0.00133,0.0111,-0.699,0.36724,0.34704,0.0578,0.684,0.19148,0.17696,-0.1012,0.778,0.00731,-0.00020,-0.0032,0.154,0.84985,0.86565,-0.0002,-0.315,0.01207,0.00441,0.0410,0.107,0.38658,0.34336,0.1127,1.515,-0.19360,-0.17382,0.0297,-0.856,-0.01439,0.00018,0.0002,-0.293,0.86662,0.87566,0.0032,-0.185,-0.01010,-0.00980,-0.0146,0.012
6,0.006108,7.108,-0.10165,-0.12139,-0.0326,2.051,0.07461,-0.00011,0.0160,7.442,-0.03952,-0.02525,-0.1405,-1.166,0.32602,0.31067,0.0078,1.507,0.10640,-0.20867,0.0565,12.436,-0.06492,-0.00580,-0.0897,-2.158,-0.12641,-0.12221,-0.0277,-0.354,-0.06601,0.00188,0.0125,-6.817,0.04764,0.02702,0.2925,1.519,0.31041,0.31172,0.0068,-0.154,0.08323,-0.20851,0.0567,11.498,0.06977,0.00664,0.1609,2.128,0.00456,-0.00016,0.0153,0.444,-0.00540,0.00133,0.0111,-0.699,0.36724,0.34704,0.0578,0.684,0.19148,0.17696,-0.1012,0.778,0.00731,-0.00020,-0.0032,0.154,0.84985,0.86565,-0.0002,-0.315,0.01207,0.00441,0.0410,0.107,0.38658,0.34336,0.1127,1.515,-0.19360,-0.17382,0.0297,-0.856,-0.01439,0.00018,0.0002,-0.293,0.86662,0.87566,0.0032,-0.185,-0.01010,-0.00980,-0.0146,0.012
7,0.007369,8.369,-0.10165,-0.12144,-0.0252,2.039,0.07461,-0.00008,0.0146,7.440,-0.03952,-0.02552,-0.1362,-1.146,0.32602,0.31068,0.0051,1.515,0.10640,-0.20858,0.0468,12.462,-0.06492,-0.00598,-0.0876,-2.141,-0.12641,-0.12225,-0.0207,-0.365,-0.06601,0.00191,0.0108,-6.815,0.04764,0.02759,0.2833,1.477,0.31041,0.31173,0.0046,-0.148,0.08323,-0.20842,0.0459,11.528,0.06977,0.00694,0.1527,2.123,0.00456,-0.00013,0.0151,0.442,-0.00540,0.00135,0.0084,-0.695,0.36724,0.34714,0.0507,0.692,0.19148,0.17676,-0.1000,0.783,0.00731,-0.00021,-0.0027,0.153,0.84985,0.86565,0.0007,-0.316,0.01207,0.00448,0.0354,0.112,0.38658,0.34359,0.1137,1.503,-0.19360,-0.17376,0.0262,-0.851,-0.01439,0.00017,-0.0010,-0.292,0.86662,0.87567,0.0027,-0.184,-0.01010,-0.00982,-0.0116,0.008
8,0.008582,9.582,-0.10165,-0.12144,-0.0252,2.039,0.07461,-0.00008,0.0146,7.440,-0.03952,-0.02552,-0.1362,-1.146,0.32602,0.31068,0.0051,1.515,0.10640,-0.20858,0.0468,12.462,-0.06492,-0.00598,-0.0876,-2.141,-0.12641,-0.12225,-0.0207,-0.365,-0.06601,0.00191,0.0108,-6.815,0.04764,0.02759,0.2833,1.477,0.31041,0.31173,0.0046,-0.148,0.08323,-0.20842,0.0459,11.528,0.06977,0.00694,0.1527,2.123,0.00456,-0.00013,0.0151,0.442,-0.00540,0.00135,0.0084,-0.695,0.36724,0.34714,0.0507,0.692,0.19148,0.17676,-0.1000,0.783,0.00731,-0.00021,-0.0027,0.153,0.84985,0.86565,0.0007,-0.316,0.01207,0.00448,0.0354,0.112,0.38658,0.34359,0.1137,1.503,-0.19360,-0.17376,0.0262,-0.851,-0.01439,0.00017,-0.0010,-0.292,0.86662,0.87567,0.0027,-0.184,-0.01010,-0.00982,-0.0116,0.008
9,0.009714,10.714,-0.10165,-0.12147,-0.0189,2.029,0.07461,-0.00006,0.0130,7.440,-0.03952,-0.02578,-0.1319,-1.127,0.32602,0.31068,0.0030,1.521,0.10640,-0.20850,0.0392,12.482,-0.06492,-0.00614,-0.0811,-2.139,-0.12641,-0.12228,-0.0147,-0.375,-0.06601,0.00193,0.0095,-6.813,0.04764,0.02814,0.2735,1.439,0.31041,0.31173,0.0029,-0.144,0.08323,-0.20834,0.0373,11.551,0.06977,0.00723,0.1411,2.131,0.00456,-0.00010,0.0150,0.439,-0.00540,0.00136,0.0063,-0.692,0.36724,0.34723,0.0432,0.702,0.19148,0.17656,-0.0987,0.789,0.00731,-0.00021,-0.0023,0.153,0.84985,0.86566,0.0014,-0.317,0.01207,0.00454,0.0310,0.116,0.38658,0.34382,0.1144,1.492,-0.19360,-0.17372,0.0228,-0.846,-0.01439,0.00017,-0.0020,-0.290,0.86662,0.87567,0.0024,-0.184,-0.01010,-0.00984,-0.0093,0.006
10,0.010870,11.870,-0.10165,-0.12150,-0.0130,2.021,0.07461,-0.00004,0.0113,7.441,-0.03952,-0.02604,-0.1274,-1.110,0.32602,0.31069,0.0015,1.526,0.10640,-0.20843,0.0330,12.498,-0.06492,-0.00628,-0.0721,-2.149,-0.12641,-0.12230,-0.0091,-0.384,-0.06601,0.00194,0.0085,-6.813,0.04764,0.02866,0.2629,1.404,0.31041,0.31174,0.0015,-0.140,0.08323,-0.20828,0.0304,11.569,0.06977,0.00748,0.1280,2.149,0.00456,-0.00007,0.0151,0.436,-0.00540,0.00137,0.0044,-0.689,0.36724,0.34730,0.0356,0.714,0.19148,0.17636,-0.0974,0.794,0.00731,-0.00022,-0.0021,0.153,0.84985,0.86566,0.0020,-0.318,0.01207,0.00460,0.0275,0.120,0.38658,0.34405,0.1150,1.482,-0.19360,-0.17368,0.0195,-0.841,-0.01439,0.00016,-0.0028,-0.289,0.86662,0.87568,0.0022,-0.184,-0.01010,-0.00985,-0.0075,0.004
11,0.012111,13.111,-0.10165,-0.12150,-0.0130,2.021,0.07461,-0.00004,0.0113,7.441,-0.03952,-0.02604,-0.1274,-1.110,0.32602,0.31069,0.0015,1.526,0.10640,-0.20843,0.0330,12.498,-0.06492,-0.00628,-0.0721,-2.149,-0.12641,-0.12230,-0.0091,-0.384,-0.06601,0.00194,0.0085,-6.813,0.04764,0.02866,0.2629,1.404,0.31041,0.31174,0.0015,-0.140,0.08323,-0.20828,0.0304,11.569,0.06977,0.00748,0.1280,2.149,0.00456,-0.00007,0.0151,0.436,-0.00540,0.00137,0.0044,-0.689,0.36724,0.34730,0.0356,0.714,0.19148,0.17636,-0.0974,0.794,0.00731,-0.00022,-0.0021,0.153,0.84985,0.86566,0.0020,-0.318,0.01207,0.00460,0.0275,0.120,0.38658,0.34405,0.1150,1.482,-0.19360,-0.17368,0.0195,-0.841,-0.01439,0.00016,-0.0028,-0.289,0.86662,0.87568,0.0022,-0.184,-0.01010,-0.00985,-0.0075,0.004
12,0.013255,14.255,-0.10165,-0.12152,-0.0074,2.021,0.07461,-0.00002,0.0097,7.441,-0.03952,-0.02628,-0.1224,-1.110,0.32602,0.31069,0.0002,1.526,0.10640,-0.20838,0.0279,12.498,-0.06492,-0.00641,-0.0623,-2.149,-0.12641,-0.12231,-0.0038,-0.384,-0.06601,0.00196,0.0078,-6.813,0.04764,0.02917,0.2516,1.404,0.31041,0.31174,0.0005,-0.140,0.08323,-0.20823,0.0248,11.569,0.06977,0.00771,0.1147,2.149,0.00456,-0.00004,0.0154,0.436,-0.00540,0.00138,0.0027,-0.689,0.36724,0.34736,0.0287,0.714,0.19148,0.17617,-0.0961,0.794,0.00731,-0.00022,-0.0019,0.153,0.84985,0.86567,0.0024,-0.318,0.01207,0.00465,0.0247,0.120,0.38658,0.34428,0.1154,1.482,-0.19360,-0.17365,0.0164,-0.841,-0.01439,0.00016,-0.0034,-0.289,0.86662,0.87568,0.0020,-0.184,-0.01010,-0.00987,-0.0061,0.004
13,0.014578,15.578,-0.10165,-0.12152,-0.0074,2.011,0.07461,-0.00002,0.0097,7.442,-0.03952,-0.02628,-0.1224,-1.093,0.32602,0.31069,0.0002,1.529,0.10640,-0.20838,0.0279,12.511,-0.06492,-0.00641,-0.0623,-2.165,-0.12641,-0.12231,-0.0038,-0.393,-0.06601,0.00196,0.0078,-6.812,0.04764,0.02917,0.2516,1.372,0.31041,0.31174,0.0005,-0.137,0.08323,-0.20823,0.0248,11.584,0.06977,0.00771,0.1147,2.172,0.00456,-0.00004,0.0154,0.433,-0.00540,0.00138,0.0027,-0.686,0.36724,0.34736,0.0287,0.726,0.19148,0.17617,-0.0961,0.800,0.00731,-0.00022,-0.0019,0.153,0.84985,0.86567,0.0024,-0.318,0.01207,0.00465,0.0247,0.122,0.38658,0.34428,0.1154,1.471,-0.19360,-0.17365,0.0164,-0.836,-0.01439,0.00016,-0.0034,-0.288,0.86662,0.87568,0.0020,-0.183,-0.01010,-0.00987,-0.0061,0.002
14,0.014680,15.680,-0.10165,-0.12152,-0.0074,2.011,0.07461,-0.00002,0.0097,7.442,-0.03952,-0.02628,-0.1224,-1.093,0.32602,0.31069,0.0002,1.529,0.10640,-0.20838,0.0279,12.511,-0.06492,-0.00641,-0.0623,-2.165,-0.12641,-0.12231,-0.0038,-0.393,-0.06601,0.00196,0.0078,-6.812,0.04764,0.02917,0.2516,1.372,0.31041,0.31174,0.0005,-0.137,0.08323,-0.20823,0.0248,11.584,0.06977,0.00771,0.1147,2.172,0.00456,-0.00004,0.0154,0.433,-0.00540,0.00138,0.0027,-0.686,0.36724,0.34736,0.0287,0.726,0.19148,0.17617,-0.0961,0.800,0.00731,-0.00022,-0.0019,0.153,0.84985,0.86567,0.0024,-0.318,0.01207,0.00465,0.0247,0.122,0.38658,0.34428,0.1154,1.471,-0.19360,-0.17365,0.0164,-0.836,-0.01439,0.00016,-0.0034,-0.288,0.86662,0.87568,0.0020,-0.183,-0.01010,-0.00987,-0.0061,0.002
15,0.015753,16.753,-0.10165,-0.12152,-0.0018,2.002,0.07461,0.00000,0.0084,7.443,-0.03952,-0.02652,-0.1167,-1.079,0.32602,0.31069,-0.0007,1.532,0.10640,-0.20833,0.0236,12.521,-0.06492,-0.00652,-0.0533,-2.185,-0.12641,-0.12230,0.0014,-0.403,-0.06601,0.00197,0.0071,-6.812,0.04764,0.02965,0.2399,1.344,0.31041,0.31174,-0.0004,-0.134,0.08323,-0.20819,0.0203,11.596,0.06977,0.00792,0.1020,2.196,0.00456,-0.00001,0.0156,0.430,-0.00540,0.00138,0.0011,-0.683,0.36724,0.34740,0.0229,0.738,0.19148,0.17598,-0.0947,0.805,0.00731,-0.00022,-0.0017,0.152,0.84985,0.86567,0.0025,-0.319,0.01207,0.00469,0.0225,0.124,0.38658,0.34451,0.1157,1.461,-0.19360,-0.17362,0.0137,-0.831,-0.01439,0.00015,-0.0039,-0.288,0.86662,0.87569,0.0020,-0.183,-0.01010,-0.00988,-0.0049,0.001
16,0.018095,19.095,-0.10165,-0.12152,-0.0018,2.002,0.07461,0.00000,0.0084,7.443,-0.03952,-0.02652,-0.1167,-1.079,0.32602,0.31069,-0.0007,1.532,0.10640,-0.20833,0.0236,12.521,-0.06492,-0.00652,-0.0533,-2.185,-0.12641,-0.12230,0.0014,-0.403,-0.06601,0.00197,0.0071,-6.812,0.04764,0.02965,0.2399,1.344,0.31041,0.31174,-0.0004,-0.134,0.08323,-0.20819,0.0203,11.596,0.06977,0.00792,0.1020,2.196,0.00456,-0.00001,0.0156,0.430,-0.00540,0.00138,0.0011,-0.683,0.36724,0.34740,0.0229,0.738,0.19148,0.17598,-0.0947,0.805,0.00731,-0.00022,-0.0017,0.152,0.84985,0.86567,0.0025,-0.319,0.01207,0.00469,0.0225,0.124,0.38658,0.34451,0.1157,1.461,-0.19360,-0.17362,0.0137,-0.831,-0.01439,0.00015,-0.0039,-0.288,0.86662,0.87569,0.0020,-0.183,-0.01010,-0.00988,-0.0049,0.001
17,0.018149,19.149,-0.10165,-0.12151,0.0037,1.991,0.07461,0.00002,0.0074,7.444,-0.03952,-0.02674,-0.1107,-1.067,0.32602,0.31068,-0.0014,1.535,0.10640,-0.20829,0.0200,12.530,-0.06492,-0.00661,-0.0459,-2.203,-0.12641,-0.12229,0.0066,-0.414,-0.06601,0.00199,0.0065,-6.813,0.04764,0.03010,0.2277,1.320,0.31041,0.31174,-0.0010,-0.132,0.08323,-0.20816,0.0166,11.606,0.06977,0.00810,0.0901,2.219,0.00456,0.00002,0.0159,0.426,-0.00540,0.00138,-0.0012,-0.680,0.36724,0.34744,0.0183,0.748,0.19148,0.17580,-0.0932,0.809,0.00731,-0.00023,-0.0015,0.152,0.84985,0.86568,0.0025,-0.319,0.01207,0.00473,0.0207,0.125,0.38658,0.34474,0.1155,1.451,-0.19360,-0.17360,0.0115,-0.827,-0.01439,0.00014,-0.0044,-0.287,0.86662,0.87569,0.0020,-0.183,-0.01010,-0.00988,-0.0040,0.000
18,0.019096,0.132,-0.10194,-0.12151,0.0037,1.991,0.07258,0.00002,0.0074,7.444,-0.03976,-0.02674,-0.1107,-1.067,0.31466,0.31068,-0.0014,1.535,0.06901,-0.20829,0.0200,12.530,-0.06831,-0.00661,-0.0459,-2.203,-0.13151,-0.12229,0.0066,-0.414,-0.06736,0.00199,0.0065,-6.813,0.04527,0.03010,0.2277,1.320,0.29416,0.31174,-0.0010,-0.132,0.03717,-0.20816,0.0166,11.606,0.06454,0.00810,0.0901,2.219,0.00777,0.00002,0.0159,0.426,-0.00280,0.00138,-0.0012,-0.680,0.36147,0.34744,0.0183,0.748,0.19230,0.17580,-0.0932,0.809,0.01671,-0.00023,-0.0015,0.152,0.85172,0.86568,0.0025,-0.319,0.00717,0.00473,0.0207,0.125,0.38199,0.34474,0.1155,1.451,-0.18876,-0.17360,0.0115,-0.827,-0.01339,0.00014,-0.0044,-0.287,0.85359,0.87569,0.0020,-0.183,-0.00451,-0.00988,-0.0040,0.000
19,0.020280,1.316,-0.10194,-0.12149,0.0090,1.979,0.07258,0.00003,0.0066,7.444,-0.03976,-0.02695,-0.1047,-1.057,0.31466,0.31068,-0.0018,1.537,0.06901,-0.20826,0.0171,12.538,-0.06831,-0.00669,-0.0397,-2.218,-0.13151,-0.12227,0.0117,-0.425,-0.06736,0.00200,0.0060,-6.813,0.04527,0.03053,0.2155,1.298,0.29416,0.31173,-0.0015,-0.130,0.03717,-0.20813,0.0137,11.614,0.06454,0.00825,0.0793,2.242,0.00777,0.00005,0.0160,0.422,-0.00280,0.00137,-0.0040,-0.675,0.36147,0.34747,0.0145,0.755,0.19230,0.17561,-0.0917,0.814,0.01671,-0.00023,-0.0014,0.152,0.85172,0.86568,0.0024,-0.319,0.00717,0.00477,0.0193,0.126,0.38199,0.34497,0.1147,1.443,-0.18876,-0.17358,0.0097,-0.823,-0.01339,0.00013,-0.0048,-0.286,0.85359,0.87569,0.0021,-0.183,-0.00451,-0.00989,-0.0033,-0.000
20,0.021421,2.457,-0.10194,-0.12147,0.0142,1.937,0.07258,0.00004,0.0060,7.242,-0.03976,-0.02714,-0.0986,-1.072,0.31466,0.31068,-0.0020,0.403,0.06901,-0.20823,0.0147,11.048,-0.06831,-0.00676,-0.0345,-2.366,-0.13151,-0.12223,0.0167,-0.948,-0.06736,0.00201,0.0054,-6.947,0.04527,0.03094,0.2035,1.042,0.29416,0.31173,-0.0019,-1.753,0.03717,-0.20811,0.0114,9.778,0.06454,0.00839,0.0695,2.053,0.00777,0.00009,0.0162,0.740,-0.00280,0.00136,-0.0072,-0.409,0.36147,0.34749,0.0114,0.531,0.19230,0.17543,-0.0902,0.851,0.01671,-0.00023,-0.0014,0.340,0.85172,0.86569,0.0023,-0.282,0.00717,0.00481,0.0182,0.029,0.38199,0.34520,0.1135,1.252,-0.18876,-0.17356,0.0082,-0.627,-0.01339,0.00012,-0.0052,-0.266,0.85359,0.87570,0.0022,-0.444,-0.00451,-0.00990,-0.0028,0.111
21,0.021482,2.518,-0.10194,-0.12147,0.0142,1.937,0.07258,0.00004,0.0060,7.242,-0.03976,-0.02714,-0.0986,-1.072,0.31466,0.31068,-0.0020,0.403,0.06901,-0.20823,0.0147,11.048,-0.06831,-0.00676,-0.0345,-2.366,-0.13151,-0.12223,0.0167,-0.948,-0.06736,0.00201,0.0054,-6.947,0.04527,0.03094,0.2035,1.042,0.29416,0.31173,-0.0019,-1.753,0.03717,-0.20811,0.0114,9.778,0.06454,0.00839,0.0695,2.053,0.00777,0.00009,0.0162,0.740,-0.00280,0.00136,-0.0072,-0.409,0.36147,0.34749,0.0114,0.531,0.19230,0.17543,-0.0902,0.851,0.01671,-0.00023,-0.0014,0.340,0.85172,0.86569,0.0023,-0.282,0.00717,0.00481,0.0182,0.029,0.38199,0.34520,0.1135,1.252,-0.18876,-0.17356,0.0082,-0.627,-0.01339,0.00012,-0.0052,-0.266,0.85359,0.87570,0.0022,-0.444,-0.00451,-0.00990,-0.0028,0.111
22,0.022671,3.707,-0.10194,-0.12147,0.0142,1.937,0.07258,0.00004,0.0060,7.242,-0.03976,-0.02714,-0.0986,-1.072,0.31466,0.31068,-0.0020,0.403,0.06901,-0.20823,0.0147,11.048,-0.06831,-0.00676,-0.0345,-2.366,-0.13151,-0.12223,0.0167,-0.948,-0.06736,0.00201,0.0054,-6.947,0.04527,0.03094,0.2035,1.042,0.29416,0.31173,-0.0019,-1.753,0.03717,-0.20811,0.0114,9.778,0.06454,0.00839,0.0695,2.053,0.00777,0.00009,0.0162,0.740,-0.00280,0.00136,-0.0072,-0.409,0.36147,0.34749,0.0114,0.531,0.19230,0.17543,-0.0902,0.851,0.01671,-0.00023,-0.0014,0.340,0.85172,0.86569,0.0023,-0.282,0.00717,0.00481,0.0182,0.029,0.38199,0.34520,0.1135,1.252,-0.18876,-0.17356,0.0082,-0.627,-0.01339,0.00012,-0.0052,-0.266,0.85359,0.87570,0.0022,-0.444,-0.00451,-0.00990,-0.0028,0.111
23,0.023882,4.918,-0.10194,-0.12139,0.0369,1.924,0.07258,0.00005,0.0068,7.242,-0.03976,-0.02731,-0.0849,-1.065,0.31466,0.31063,-0.0217,0.403,0.06901,-0.20822,0.0047,11.053,-0.06831,-0.00682,-0.0332,-2.376,-0.13151,-0.12215,0.0439,-0.961,-0.06736,0.00202,0.0040,-6.947,0.04527,0.03128,0.1687,1.026,0.29416,0.31167,-0.0305,-1.752,0.03717,-0.20810,0.0026,9.783,0.06454,0.00851,0.0568,2.072,0.00777,0.00012,0.0172,0.736,-0.00280,0.00134,-0.0065,-0.401,0.36147,0.34751,0.0085,0.536,0.19230,0.17526,-0.0873,0.855,0.01671,-0.00023,0.0005,0.340,0.85172,0.86569,0.0026,-0.282,0.00717,0.00484,0.0154,0.029,0.38199,0.34543,0.1172,1.245,-0.18876,-0.17354,0.0088,-0.624,-0.01339,0.00011,-0.0055,-0.265,0.85359,0.87570,-0.0000,-0.444,-0.00451,-0.00990,-0.0001,0.111
24,0.028560,9.596,-0.10194,-0.12131,0.0424,1.871,0.07258,0.00006,0.0034,7.239,-0.03976,-0.02743,-0.0605,-1.075,0.31466,0.31060,-0.0174,0.457,0.06901,-0.20820,0.0075,11.077,-0.06831,-0.00688,-0.0294,-2.377,-0.13151,-0.12201,0.0697,-1.025,-0.06736,0.00201,-0.0018,-6.945,0.04527,0.03155,0.1363,1.061,0.29416,0.31155,-0.0592,-1.674,0.03717,-0.20810,0.0005,9.805,0.06454,0.00860,0.0468,2.099,0.00777,0.00015,0.0138,0.731,-0.00280,0.00133,-0.0075,-0.401,0.36147,0.34752,0.0053,0.541,0.19230,0.17509,-0.0837,0.856,0.01671,-0.00023,0.0019,0.338,0.85172,0.86570,0.0030,-0.282,0.00717,0.00486,0.0131,0.031,0.38199,0.34567,0.1194,1.228,-0.18876,-0.17352,0.0116,-0.626,-0.01339,0.00010,-0.0058,-0.264,0.85359,0.87570,-0.0015,-0.442,-0.00451,-0.00989,0.0020,0.108
