variant,scene,case,vx,vy,yaw,hold_s,control_result,process_result,exit_code,log,csv
raw_action,flat,flat_stand,0,0,0,8,FAIL,ERROR,1,results/meta_policy_paper_20260828/ablations/closed_loop/raw_action/flat_stand.log,results/meta_policy_paper_20260828/ablations/closed_loop/raw_action/flat_stand.csv
raw_action,15-platform,platform_up,0.3,0,0,10,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/raw_action/platform_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/raw_action/platform_up.csv
raw_action,15-platform,platform_down,-0.3,0,0,10,FAIL,OK,2,results/meta_policy_paper_20260828/ablations/closed_loop/raw_action/platform_down.log,results/meta_policy_paper_20260828/ablations/closed_loop/raw_action/platform_down.csv
