t,drift_x,drift_y,lean,dpitch,base_z,tilt_rad,gx,gy,gz,yaw_delta,cmd_vx,cmd_vy,cmd_yaw,meta_selected,meta_safety_hold,prob_slope_up,prob_slope_down,prob_flat,prob_NEUTRAL,weight_slope_up,weight_slope_down,weight_flat,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,target_q_10,target_q_11,target_q_12,target_q_13,target_q_14,target_q_15,target_q_16,target_q_17,target_q_18,target_q_19,target_q_20,target_q_21,target_q_22,target_q_23
3,0.763846,0.0594912,0,0.024328,0.733446,0.0360952,-0.0037564,0.0242268,-0.999699,0.0784897,0.4,0,0,flat,0,1.20096e-07,1.17321e-05,0.999988,6.28909e-07,0,0,1,-0.155583,-0.0451743,0.119682,-0.00368228,0.0211529,-0.999769,0.4,0,-0.0111332,0.951069,-0.308977,0.0281731,0.000504997,0.0476404,-0.00837085,-0.0239493,0.0259224,-0.168101,0.00584245,-0.00560582,0.307914,-0.0667366,0.0233106,0.00543621,-0.0311761,-0.0477993,-0.00353391,-0.0008794,-0.0119264,0.00163338,0.0359522,0.00791746,0.0143266,-0.00814104,0.0109994,1.3187,0.224403,0.447421,-1.08559,-0.0456086,-0.0602425,-1.27766,-0.0313597,0.0916651,0.351915,-0.0202867,0.3124,0.390697,-0.204299,-0.415706,0.394739,0.150852,0.00538388,-0.00962174,0.184207,-0.100217,0.000548627,0.139712,-0.00943921,0.284881,1.28676,0.141529,-0.637324,0.707508,0.511274,-1.45953,-0.107252,0.0149374,2.02502,-0.237359,0.141783,0.346556,-0.191511,-0.175346,0.0841269,0.0445353,-0.0666417,-0.00279057,0.0954586,-0.0515607,0.0177409,-0.0397796,0.0143858,0.210483,1.14957,0.264062,-0.655476,0.923368,0.49093,-1.44027,-0.0417205,-0.0192354,1.96146,-0.256368,0.135411,0.344981,-0.150507,-0.143742,0.053077,0.0243237,-0.0443723,0.0155146,0.0461688,-0.0394231,0.0218866,-0.0267368,0.012515,-0.0684275,0.207336,-0.00809066,0.196762,0.10298,0.126186,-0.316041,-0.0411581,0.0448147,0.608929,-0.284121,0.0793318,0.0517471,-0.022576,0.296097,0.199904,0.0100335,0.851696,0.00639977,0.367313,-0.194784,0.00902823,0.858971,0.00516244
3.02,0.770591,0.0594538,0,0.0257551,0.733205,0.0384915,-0.00232936,0.0261675,-0.999655,0.0814564,0.4,0,0,flat,0,5.70812e-08,6.41887e-06,0.999993,3.14675e-07,0,0,1,-0.130579,0.0240618,0.0967524,-0.0037564,0.0242268,-0.999699,0.4,0,-0.0134416,0.866046,-0.499964,0.0520507,0.00525789,0.0554196,-0.027731,-0.0256738,0.024121,-0.193082,0.00508451,-0.00491664,0.309263,-0.0679958,0.0281589,0.0132995,-0.0353422,-0.0565365,0.00428237,0.00157234,-0.0118395,0.00157057,0.0370122,0.00699563,0.0143232,-0.00439358,0.0107995,1.1266,0.226342,0.399805,-0.912995,-0.103683,-0.116912,-1.19452,-0.0517666,0.00917367,-0.221516,-0.123,0.18353,0.37226,-0.166061,-0.432665,0.364945,0.0919217,0.00384426,0.00444726,-0.0492452,-0.0117368,0.00132463,0.228489,-0.0106394,0.210483,1.14957,0.264062,-0.655476,0.923368,0.49093,-1.44027,-0.0417205,-0.0192354,1.96146,-0.256368,0.135411,0.344981,-0.150507,-0.143742,0.053077,0.0243237,-0.0443723,0.0155146,0.0461688,-0.0394231,0.0218866,-0.0267368,0.012515,0.121078,0.96014,0.401118,-0.461473,1.47959,0.488144,-1.3185,0.0233759,-0.0513232,1.79038,-0.267662,0.126561,0.332712,-0.0766911,-0.0683712,0.0266721,0.00824512,-0.0110388,0.0392325,-0.012875,-0.0547513,0.0122046,-0.025494,0.0105951,-0.0818382,0.178921,0.0124677,0.227318,0.285491,0.125272,-0.297776,-0.0313936,0.0400015,0.581985,-0.287827,0.0764277,0.0499069,-0.0115037,0.324361,0.190002,0.00340111,0.865447,0.0161834,0.345172,-0.200532,0.00503441,0.859484,0.00437048
3.04,0.777273,0.0589593,0,0.0284615,0.732583,0.0400134,0.000377114,0.0256874,-0.99967,0.0842605,0.4,0,0,flat,0,2.29906e-08,3.08113e-06,0.999997,1.29098e-07,0,0,1,-0.0531224,0.0932325,0.157288,-0.00232936,0.0261675,-0.999655,0.4,0,-0.0161117,0.743173,-0.669099,0.0707144,0.00908929,0.0606984,-0.0418458,-0.0292656,0.0226851,-0.214437,0.00394081,-0.00513255,0.297248,-0.0704142,0.0310123,0.0200506,-0.0389578,-0.0647216,0.0104251,0.00285829,-0.0117955,0.00200584,0.0341331,0.00726321,0.0143729,-3.92795e-05,0.0105793,0.813356,0.147819,0.214297,-0.566562,-0.218719,-0.0312407,-0.857993,-0.0639451,-0.030446,-1.10154,-0.140884,0.0788857,0.289119,-0.158171,-0.347771,0.245664,0.036738,0.00116668,0.0606147,-0.242316,0.0241578,0.00273061,0.242263,-0.0116323,0.121078,0.96014,0.401118,-0.461473,1.47959,0.488144,-1.3185,0.0233759,-0.0513232,1.79038,-0.267662,0.126561,0.332712,-0.0766911,-0.0683712,0.0266721,0.00824512,-0.0110388,0.0392325,-0.012875,-0.0547513,0.0122046,-0.025494,0.0105951,0.148213,0.779084,0.479336,-0.140343,2.01812,0.388598,-1.14829,0.12166,-0.0785751,1.48047,-0.184689,0.118941,0.301926,0.0374712,0.00617369,0.0191209,0.015117,0.0125699,0.0406636,-0.0530271,-0.0759358,0.00498707,-0.0375738,0.00646326,-0.077768,0.151763,0.0242005,0.277896,0.462195,0.0926086,-0.272243,-0.0166509,0.0359137,0.533174,-0.260601,0.0739274,0.0452889,0.00562068,0.352315,0.18717,0.00623576,0.875185,0.0167738,0.330115,-0.208476,0.00205717,0.854501,0.00266609
3.06,0.784048,0.0578546,0,0.0310729,0.73169,0.0390451,0.00298851,0.0212059,-0.999771,0.0856469,0.4,0,0,flat,0,9.56318e-09,1.86769e-06,0.999998,6.5101e-08,0,0,1,0.0951331,0.130861,0.137548,0.000377114,0.0256874,-0.99967,0.4,0,-0.0186353,0.58782,-0.808992,0.0832352,0.0105796,0.0638353,-0.04869,-0.035042,0.0218919,-0.228182,0.00229025,-0.00554318,0.267868,-0.0718731,0.0323181,0.0240153,-0.0405308,-0.0700341,0.0137966,0.00329606,-0.0117851,0.00342414,0.027488,0.0079567,0.0144261,0.00399524,0.0103362,0.496062,0.0165626,0.157466,-0.12341,-0.292526,-0.104396,-0.356137,-0.0817588,-0.0286841,-2.06297,0.215532,0.039266,0.105821,-0.00726774,-0.163873,0.108365,0.0274027,0.000971525,0.0710871,-0.389754,0.0452757,0.00292207,0.180273,-0.0134265,0.148213,0.779084,0.479336,-0.140343,2.01812,0.388598,-1.14829,0.12166,-0.0785751,1.48047,-0.184689,0.118941,0.301926,0.0374712,0.00617369,0.0191209,0.015117,0.0125699,0.0406636,-0.0530271,-0.0759358,0.00498707,-0.0375738,0.00646326,0.289924,0.610612,0.479031,0.112495,2.09284,0.238341,-1.05979,0.279085,-0.134868,1.09592,0.0374467,0.0897348,0.311926,0.0796042,0.0182882,0.0430609,0.0327544,-0.00614239,0.0295569,-0.0465894,-0.0930009,-0.00542828,-0.0465916,0.0049699,-0.0565114,0.126492,0.0241547,0.317718,0.486712,0.0433058,-0.258968,0.00696269,0.0274698,0.472607,-0.187713,0.0643442,0.0467889,0.0119406,0.356858,0.196148,0.0135112,0.867466,0.0121922,0.332529,-0.214875,-0.00223917,0.850781,0.00205008
3.08,0.791122,0.0561403,0,0.0319808,0.73049,0.0366817,0.00389638,0.0155277,-0.999872,0.0873904,0.4,0,0,flat,0,6.49964e-09,1.94306e-06,0.999998,6.15184e-08,0,0,1,0.300259,0.120471,0.0469762,0.00298851,0.0212059,-0.999771,0.4,0,-0.0198831,0.406776,-0.913528,0.0900292,0.00829834,0.0668252,-0.0456195,-0.0411868,0.0207591,-0.230727,-6.45593e-05,-0.00576213,0.221365,-0.067984,0.0327545,0.0229586,-0.0372714,-0.0711102,0.0149299,0.00373597,-0.011722,0.00463371,0.0188036,0.00905104,0.0144875,0.0062052,0.010051,0.21386,-0.180159,0.106093,0.387917,-0.346941,-0.0829231,0.0265479,-0.118928,-0.0410028,-2.40136,0.570561,0.00710328,-0.146885,0.290234,0.0109251,0.0233932,0.0135021,0.00537735,0.0451547,-0.444457,0.052821,0.00272839,0.0439998,-0.0146018,0.289924,0.610612,0.479031,0.112495,2.09284,0.238341,-1.05979,0.279085,-0.134868,1.09592,0.0374467,0.0897348,0.311926,0.0796042,0.0182882,0.0430609,0.0327544,-0.00614239,0.0295569,-0.0465894,-0.0930009,-0.00542828,-0.0465916,0.0049699,0.339525,0.505213,0.449665,0.355985,1.98749,0.118586,-1.00294,0.387959,-0.133917,0.718683,0.414741,0.0435725,0.302248,0.0604671,0.0208932,0.0641896,0.0376682,-0.0507275,0.0159515,-0.0243485,-0.0882108,-0.0223501,-0.0529304,0.0066242,-0.0490713,0.110682,0.0197498,0.356068,0.452146,0.00401114,-0.250441,0.0232939,0.0276125,0.413193,-0.063913,0.0491972,0.0453373,0.00907007,0.357835,0.204071,0.0155381,0.849075,0.00658001,0.340869,-0.213079,-0.0092194,0.848166,0.00273248
3.1,0.798548,0.0540226,0,0.0304407,0.729092,0.0332334,0.00235624,0.0108951,-0.999938,0.0919347,0.4,0,0,flat,0,1.07955e-08,4.59691e-06,0.999995,1.14468e-07,0,0,1,0.29155,-0.00784031,0.119328,0.00389638,0.0155277,-0.999872,0.4,0,-0.0214523,0.207954,-0.978139,0.0908951,0.0060932,0.0671434,-0.02839,-0.0504398,0.0160273,-0.217964,0.0016524,-0.00713475,0.157474,-0.0277457,0.0302156,0.0201123,-0.0295384,-0.0688663,0.015177,0.00403211,-0.0118584,0.00507326,0.0109172,0.0095529,0.0144791,0.00650954,0.00975768,-0.155121,-0.0770932,-0.0576061,1.31812,-0.578782,-0.344986,1.03961,0.243788,-0.0258917,-3.67524,2.94284,-0.264296,-0.166017,0.442938,0.201607,0.0217918,0.0142124,-0.0371107,0.00930586,-0.365256,0.0116718,-0.00440136,0.00101749,-0.0140704,0.339525,0.505213,0.449665,0.355985,1.98749,0.118586,-1.00294,0.387959,-0.133917,0.718683,0.414741,0.0435725,0.302248,0.0604671,0.0208932,0.0641896,0.0376682,-0.0507275,0.0159515,-0.0243485,-0.0882108,-0.0223501,-0.0529304,0.0066242,0.374074,0.469194,0.399822,0.579023,1.86282,0.0792029,-1.02281,0.367675,-0.109836,0.53834,0.614251,-0.00781897,0.286472,0.0122137,0.0317123,0.0565244,0.0337158,-0.0818123,0.0183777,-0.00840918,-0.097842,-0.0221367,-0.054851,0.0272289,-0.0438889,0.105279,0.0122734,0.391196,0.411239,-0.00891154,-0.253421,0.0202513,0.0312246,0.384789,0.00155123,0.0323344,0.0429707,0.00183206,0.361892,0.201197,0.0139078,0.836252,0.00758079,0.346847,-0.216691,-0.00913138,0.847374,0.0112319
3.12,0.806235,0.0526117,0,0.0264313,0.728783,0.0316041,-0.00165315,0.0148886,-0.999888,0.0950504,0.4,0,0,flat,0,1.27923e-08,5.40376e-06,0.999995,1.76011e-07,0,0,1,0.00605027,-0.153214,0.383168,0.00235624,0.0108951,-0.999938,0.4,0,0,4.30663e-05,-1,0.0854981,0.00615118,0.063542,0.00459236,-0.0626382,0.0101642,-0.20192,0.00686947,-0.00444292,0.126871,0.0443115,0.0118649,0.0186284,-0.0215219,-0.0628437,0.0146467,0.0042604,-0.0126467,0.00518477,0.00398272,0.00845589,0.0141972,0.00644708,0.00956248,-0.377292,0.261658,-0.355295,1.95129,-0.607454,-0.279912,0.770825,0.296626,-0.172588,-0.119567,2.18556,-1.00455,0.2237,0.280802,0.382822,-0.146815,0.00717301,-0.0334735,0.00492392,-0.333617,-0.164952,-0.0265012,-0.00361724,-0.00221933,0.374074,0.469194,0.399822,0.579023,1.86282,0.0792029,-1.02281,0.367675,-0.109836,0.53834,0.614251,-0.00781897,0.286472,0.0122137,0.0317123,0.0565244,0.0337158,-0.0818123,0.0183777,-0.00840918,-0.097842,-0.0221367,-0.054851,0.0272289,0.388252,0.253792,0.305474,1.0568,1.29814,0.127524,-1.12219,0.0590765,0.148227,0.176043,0.797528,-0.0805163,0.0565226,-0.0198779,0.0266037,0.0727189,0.0140894,-0.105742,-0.010827,0.0454122,-0.0257533,0.00452227,-0.0116014,-0.0053984,-0.0417622,0.0729688,-0.00187887,0.466446,0.225951,0.00694377,-0.268329,-0.0260385,0.0699341,0.327727,0.061689,0.00848059,0.00847839,-0.00298168,0.359976,0.20727,0.00581187,0.826381,-0.00446615,0.36703,-0.189658,0.00186544,0.865214,-0.00222684
3.14,0.813718,0.0507388,0,0.0261844,0.729548,0.0316192,-0.00190001,0.0152885,-0.999881,0.0894474,0.4,0,0,flat,0,6.26248e-09,3.53446e-06,0.999996,1.1432e-07,0,0,1,-0.203919,-0.173079,-0.0552955,-0.00165315,0.0148886,-0.999888,0.4,0,-0.00280418,-0.20787,-0.978157,0.0808767,0.0160291,0.0607953,0.0419089,-0.0696184,0.00659361,-0.180884,0.0140571,-0.0168611,0.126448,0.0350418,-0.00251929,0.0283595,-0.0114127,-0.05343,0.00975783,0.00433529,-0.0130044,0.00527142,-0.00310296,0.00382166,0.0129781,0.00639176,0.009567,-0.323753,0.487865,-0.138672,1.96189,-0.105143,0.0128864,1.21488,0.389341,-0.566316,-0.364193,-0.757173,-0.515422,0.477807,0.676742,0.519669,-0.232849,0.000333663,-0.0377926,-8.96547e-05,-0.420612,-0.199453,-0.0764132,-0.00259921,-0.00587032,0.388252,0.253792,0.305474,1.0568,1.29814,0.127524,-1.12219,0.0590765,0.148227,0.176043,0.797528,-0.0805163,0.0565226,-0.0198779,0.0266037,0.0727189,0.0140894,-0.105742,-0.010827,0.0454122,-0.0257533,0.00452227,-0.0116014,-0.0053984,0.111144,-0.0861009,0.103281,1.43884,0.342315,0.108381,-0.943526,-0.346978,0.29476,-0.0177438,0.690377,-0.174425,-0.159315,-0.126413,0.0199067,0.0877022,0.0497519,-0.0774014,-0.0983343,0.0956724,-0.0674482,0.00324698,0.026552,-0.0558188,-0.0833284,0.0219849,-0.0322078,0.526617,-0.0876777,0.00066236,-0.241529,-0.0869468,0.091914,0.297205,0.02653,-0.0223331,-0.0238973,-0.018962,0.357465,0.212888,0.0205227,0.838072,-0.0405629,0.385877,-0.205293,0.00133938,0.880953,-0.0230252
3.16,0.819267,0.0490666,0,0.0287205,0.730353,0.0320443,0.000636128,0.0117702,-0.999931,0.0856424,0.4,0,0,flat,0,3.27676e-09,2.80046e-06,0.999997,5.1751e-08,0,0,1,0.100247,0.116311,-0.217364,-0.00190001,0.0152885,-0.999881,0.4,0,0.00223852,-0.406697,-0.913563,0.0591954,0.0208949,0.0499895,0.096987,-0.0659125,0.0119104,-0.16165,0.019827,-0.0202808,0.115557,0.0257492,-0.0101683,0.0324621,0.00415696,-0.0429872,0.00685662,0.00427895,-0.0152041,0.0035728,-0.014479,0.0022645,0.0120935,0.00634003,0.00815211,-1.81059,0.0363596,-1.28581,3.51779,0.353885,0.488696,0.7598,0.155271,-0.0953031,-0.593503,-0.313336,-0.293261,0.0211584,0.56854,0.528208,-0.0993475,0.0010281,-0.0895549,-0.365422,-0.6777,-0.0447841,-0.0161229,-0.00442469,-0.238666,0.111144,-0.0861009,0.103281,1.43884,0.342315,0.108381,-0.943526,-0.346978,0.29476,-0.0177438,0.690377,-0.174425,-0.159315,-0.126413,0.0199067,0.0877022,0.0497519,-0.0774014,-0.0983343,0.0956724,-0.0674482,0.00324698,0.026552,-0.0558188,-0.185064,-0.259595,0.00312952,1.73579,-0.0856886,0.0197288,-0.590409,-0.557578,0.205408,0.0229275,0.684474,-0.251909,-0.194483,-0.151335,0.00114711,0.0899346,0.0615797,-0.0358985,-0.0885505,0.108762,-0.137198,-0.025662,-0.0113642,-0.0504735,-0.12776,-0.00403922,-0.0472306,0.573386,-0.228117,-0.0284265,-0.188561,-0.118537,0.0785112,0.303611,0.0245929,-0.0477578,-0.0291725,-0.0227003,0.35043,0.213725,0.0254016,0.855192,-0.0365271,0.390786,-0.231449,-0.0105856,0.865312,-0.0208203
3.18,0.826604,0.0478131,0,0.0274089,0.731062,0.0289582,-0.000675534,0.00690154,-0.999976,0.0818594,0.4,0,0,flat,0,1.89742e-09,1.06525e-06,0.999999,3.48413e-08,0,0,1,0.169092,0.0777237,-0.0566975,0.000636128,0.0117702,-0.999931,0.4,0,0.00566299,-0.58775,-0.809043,0.0183264,0.0179884,0.0189723,0.173228,-0.055786,0.016958,-0.147652,0.0206618,-0.0217729,0.104349,0.020278,-0.0147225,0.0304605,0.0113375,-0.0311538,0.00501803,0.00438243,-0.0151554,-0.00698173,-0.0269051,0.00035429,0.0119427,0.00530815,0.00149581,-2.11186,-0.330441,-1.92178,4.04706,0.400496,-0.136806,0.823583,-0.0301581,-0.258631,-0.610242,-0.261725,-0.180315,-0.0935641,0.126771,0.61342,-0.126855,0.00729878,0.128804,-0.478313,-0.4709,-0.211985,-0.00587812,-0.174853,-0.302914,-0.185064,-0.259595,0.00312952,1.73579,-0.0856886,0.0197288,-0.590409,-0.557578,0.205408,0.0229275,0.684474,-0.251909,-0.194483,-0.151335,0.00114711,0.0899346,0.0615797,-0.0358985,-0.0885505,0.108762,-0.137198,-0.025662,-0.0113642,-0.0504735,-0.419479,-0.262214,-0.0455435,1.99807,-0.141789,-0.0332945,-0.413868,-0.625491,0.140348,0.14892,0.755368,-0.32236,-0.18391,-0.103037,-0.0191573,0.0613285,0.0553961,-0.0272752,-0.0500341,0.0700771,-0.151427,-0.0739207,-0.0561516,-0.0500121,-0.162922,-0.00443214,-0.0545315,0.614696,-0.246525,-0.0458247,-0.16208,-0.128724,0.0687521,0.323455,0.047855,-0.0708745,-0.0275865,-0.0154556,0.342816,0.202998,0.0228509,0.858749,-0.0206391,0.376279,-0.236785,-0.0304923,0.846837,-0.02063
3.2,0.832759,0.0472988,0,0.0243332,0.731279,0.024795,-0.0037512,0.00232076,-0.99999,0.0784909,0.4,0,0,flat,0,9.96705e-10,3.51357e-07,1,2.99087e-08,0,0,1,0.233393,-0.123877,-0.136215,-0.000675534,0.00690154,-0.999976,0.4,0,0.00906777,-0.743116,-0.669163,-0.0153459,0.00751179,-0.00639227,0.244967,-0.0479885,0.0136476,-0.126387,0.0179934,-0.0258425,0.0926544,0.0131936,-0.0173285,0.0270455,0.0138163,-0.0167043,0.0018435,0.00454702,-0.0092274,-0.0141101,-0.03238,-0.0068749,0.0105846,8.01682e-05,-0.00357304,-1.35731,-0.561146,-0.820496,3.00081,0.12101,-0.359764,1.01297,-0.184032,-0.234231,-0.438419,-0.380612,-0.0852923,-0.169227,0.0283444,0.587713,-0.165569,0.00714251,0.379909,-0.139316,-0.0903122,-0.386799,-0.23165,-0.315535,-0.179143,-0.419479,-0.262214,-0.0455435,1.99807,-0.141789,-0.0332945,-0.413868,-0.625491,0.140348,0.14892,0.755368,-0.32236,-0.18391,-0.103037,-0.0191573,0.0613285,0.0553961,-0.0272752,-0.0500341,0.0700771,-0.151427,-0.0739207,-0.0561516,-0.0500121,-0.690165,-0.183302,-0.103988,2.27031,-0.163969,-0.0248951,-0.43611,-0.768634,0.0867277,0.0376166,0.700424,-0.397389,-0.189361,0.00887166,0.00291189,0.0543918,0.048004,-0.030254,-0.0502448,0.0416193,-0.14162,-0.0917199,-0.0556264,-0.0473886,-0.203525,0.00740476,-0.0632981,0.657573,-0.253802,-0.0430687,-0.165416,-0.150195,0.0607091,0.305925,0.0298265,-0.0954932,-0.0284041,0.00133075,0.351092,0.200397,0.0198016,0.85752,-0.020726,0.365607,-0.233108,-0.0378344,0.847054,-0.0195478
3.22,0.839104,0.0470652,0,0.0226367,0.731173,0.0227357,-0.00544771,-0.000358079,-0.999985,0.0769459,0.4,0,0,flat,0,1.04491e-09,2.57751e-07,1,3.70137e-08,0,0,1,0.221506,-0.156155,-0.142293,-0.0037512,0.00232076,-0.99999,0.4,0,0.0120993,-0.866004,-0.500038,-0.0351891,-0.00335798,-0.0134037,0.289464,-0.047049,0.0092275,-0.108686,0.013968,-0.0287586,0.0873823,0.00508687,-0.0182474,0.0233871,0.0140964,-0.00724584,-0.00128759,0.00466455,-0.00212419,-0.015143,-0.0329298,-0.0144309,0.00443179,-0.00495225,-0.00605757,-1.17056,-0.601223,-0.325219,2.38721,0.0175267,-0.197742,0.917841,-0.209409,-0.189426,-0.213743,-0.478973,-0.0457129,-0.177166,-0.03237,0.422458,-0.180815,0.00482197,0.360687,-0.0253439,-0.00198944,-0.433736,-0.433305,-0.241344,-0.105099,-0.690165,-0.183302,-0.103988,2.27031,-0.163969,-0.0248951,-0.43611,-0.768634,0.0867277,0.0376166,0.700424,-0.397389,-0.189361,0.00887166,0.00291189,0.0543918,0.048004,-0.030254,-0.0502448,0.0416193,-0.14162,-0.0917199,-0.0556264,-0.0473886,-0.904776,-0.095148,-0.131416,2.45322,-0.197775,0.00598001,-0.477931,-0.957729,0.056513,-0.161439,0.55597,-0.454035,-0.196616,0.0801845,0.0398015,0.0590533,0.047562,-0.0245237,-0.0693126,0.028059,-0.116317,-0.0679018,-0.0456804,-0.0394213,-0.235716,0.0206278,-0.0674125,0.686381,-0.264895,-0.0329378,-0.17169,-0.178559,0.056177,0.274573,-0.0175724,-0.11408,-0.0294924,0.0120277,0.364926,0.202145,0.0196193,0.859884,-0.0285914,0.360522,-0.223619,-0.0280095,0.851157,-0.0162613
3.24,0.845747,0.0470293,0,0.0228963,0.730948,0.0229263,-0.00518816,-0.00131254,-0.999986,0.0759698,0.4,0,0,flat,0,1.22121e-09,1.75345e-07,1,2.96876e-08,0,0,1,0.0611153,-0.021897,-0.0169681,-0.00544771,-0.000358079,-0.999985,0.4,0,0.0134898,-0.951043,-0.309059,-0.0640006,-0.0127243,-0.0176835,0.33787,-0.0478879,0.00641697,-0.0928684,0.0114658,-0.0332145,0.0839567,-0.00431173,-0.0191674,0.021249,0.0138801,-0.00232095,-0.00465308,0.00471674,0.00265914,-0.0156111,-0.0322129,-0.0226977,-0.0052468,-0.00800431,-0.00737556,-1.66062,-0.327557,-0.101962,2.4133,-0.134721,-0.0634747,0.714317,-0.0528691,-0.270642,-0.18693,-0.443474,-0.0535368,-0.0570549,0.00746169,0.125192,-0.145612,0.00131665,0.126169,-0.0420076,0.0626072,-0.382642,-0.437534,-0.064659,-0.0358292,-0.904776,-0.095148,-0.131416,2.45322,-0.197775,0.00598001,-0.477931,-0.957729,0.056513,-0.161439,0.55597,-0.454035,-0.196616,0.0801845,0.0398015,0.0590533,0.047562,-0.0245237,-0.0693126,0.028059,-0.116317,-0.0679018,-0.0456804,-0.0394213,-1.07275,-0.018898,-0.153898,2.56742,-0.2311,0.0299138,-0.407018,-1.19858,0.0769444,-0.273614,0.517548,-0.528804,-0.213593,0.142846,0.0652883,0.0561084,0.0428104,-0.0154997,-0.0789511,0.00996407,-0.0914382,-0.0408391,-0.0546968,-0.0285525,-0.260913,0.0320653,-0.0707847,0.704369,-0.27583,-0.0250845,-0.161053,-0.214688,0.0592417,0.256906,-0.0301795,-0.138614,-0.0320389,0.0214269,0.374483,0.201041,0.0176593,0.863606,-0.0325673,0.353737,-0.214289,-0.0168461,0.847438,-0.0117779
3.26,0.851803,0.0471101,0,0.0238979,0.73086,0.0239014,-0.00418656,-0.00255377,-0.999988,0.0742069,0.4,0,0,flat,0,9.96386e-10,1.33227e-07,1,2.09821e-08,0,0,1,0.0364707,0.0372528,-0.0421075,-0.00518816,-0.00131254,-0.999986,0.4,0,0.0143684,-0.994517,-0.104572,-0.0984992,-0.018705,-0.0177051,0.37766,-0.0507323,0.00591214,-0.0780308,0.0108578,-0.0382649,0.079411,-0.0135396,-0.020195,0.0193302,0.015999,-0.00104743,-0.00677069,0.0047433,0.00364923,-0.0169071,-0.0296919,-0.0293197,-0.0120673,-0.00846887,-0.0078384,-1.52778,-0.229406,0.0306194,1.397,-0.266909,4.40073e-06,0.671508,-0.0199292,-0.232739,-0.25972,-0.389986,-0.057721,-0.124587,0.138628,0.0196905,-0.0566066,0.000985476,0.0136657,-0.0933129,0.145772,-0.218736,-0.172776,-0.0040746,-0.0122349,-1.07275,-0.018898,-0.153898,2.56742,-0.2311,0.0299138,-0.407018,-1.19858,0.0769444,-0.273614,0.517548,-0.528804,-0.213593,0.142846,0.0652883,0.0561084,0.0428104,-0.0154997,-0.0789511,0.00996407,-0.0914382,-0.0408391,-0.0546968,-0.0285525,-1.24338,0.0919739,-0.171134,2.63018,-0.26604,0.052553,-0.312205,-1.45507,0.053683,-0.320021,0.608013,-0.586439,-0.237926,0.196346,0.0600431,0.0427694,0.0420962,-0.0109842,-0.0849585,-0.0242123,-0.071202,-0.0311944,-0.0656603,-0.0149019,-0.286507,0.0486961,-0.0733701,0.714254,-0.287294,-0.0176561,-0.146831,-0.25316,0.0557524,0.249597,-0.000495747,-0.157525,-0.0356889,0.0294519,0.372516,0.196039,0.0173647,0.865469,-0.0350454,0.34092,-0.206701,-0.0128677,0.842915,-0.00614705
