t,drift_x,drift_y,lean,dpitch,base_z,tilt_rad,gx,gy,gz,yaw_delta,cmd_vx,cmd_vy,cmd_yaw,meta_selected,meta_safety_hold,prob_slope_up,prob_slope_down,prob_flat,prob_NEUTRAL,weight_slope_up,weight_slope_down,weight_flat,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,target_q_10,target_q_11,target_q_12,target_q_13,target_q_14,target_q_15,target_q_16,target_q_17,target_q_18,target_q_19,target_q_20,target_q_21,target_q_22,target_q_23
26.7605,6.26495,0.169724,0,0.123089,1.51397,0.126234,0.0950047,-0.0296761,-0.995034,0.0130103,0.4,0,0,flat,0,0.000846607,0.000253677,0.998644,0.000255533,0.2,0,0.8,0.0350938,-0.0447111,-0.296752,0.0962841,-0.0305828,-0.994884,0.4,0,0.00534628,-0.583831,0.811875,-0.20574,0.00191538,0.0198989,0.218103,-0.216745,0.0221275,-0.0630913,-0.0176918,-0.0126889,-0.0484776,-0.00276521,-0.0118651,-0.0633465,0.0474091,0.104543,0.00205836,-0.013486,0.0356332,-0.00933806,-0.000401586,-0.0805779,-0.0678571,-0.0323902,0.0256436,0.150408,0.045775,-0.397918,-0.976125,0.952295,-0.0760545,0.741692,-0.327336,0.0100192,-0.191962,-0.447025,0.296912,0.124016,0.0992025,-0.122478,-0.276565,-0.00506726,-0.20186,-0.0679512,-0.268553,0.412675,0.767378,0.0669542,-0.36128,-1.21048,-0.115726,0.0831334,1.26445,-0.45401,0.0359805,-0.245621,-1.0661,0.117038,-0.334991,1.21215,-0.326512,-0.391715,0.145052,0.121805,0.112199,0.0279917,-0.112075,-0.0552263,-0.0152964,-0.0325688,0.0272076,-0.0744696,-0.0175014,-1.15213,-0.18881,0.00393283,0.943572,-0.18098,0.0390152,-0.175708,-0.907911,0.0842904,-0.300766,1.19652,-0.296701,-0.358895,0.174979,0.069986,0.141918,0.0527704,-0.152462,-0.0521358,-0.0520776,0.0169558,0.0576418,-0.0353175,-0.0314124,-0.272819,0.00657845,-0.0471101,0.448613,-0.259384,-0.0220982,-0.126356,-0.171087,0.0603436,0.252629,0.192607,-0.0624552,-0.0538342,0.0262468,0.376245,0.233219,0.0217678,0.807109,-0.021506,0.330471,-0.173642,0.0237772,0.855432,-0.0129576
26.7805,6.27159,0.173999,0,0.121173,1.51247,0.123502,0.0930884,-0.0255065,-0.995331,0.00637386,0.4,0,0,flat,0,0.000605456,0.000648701,0.998515,0.000230776,0.1,0,0.9,-0.0524617,-0.101794,-0.324361,0.0950047,-0.0296761,-0.995034,0.4,0,0,-0.40227,0.915521,-0.1987,0.00163496,0.0100842,0.191966,-0.190643,0.0210238,-0.0480764,-0.0235048,-0.0126359,-0.051186,-0.0123452,-0.00567633,-0.0592031,0.0489228,0.0981715,-0.00181335,-0.0134742,0.0284975,-0.0104193,-0.00754392,-0.068932,-0.0506008,-0.0295402,0.0175923,0.609854,-0.102559,-0.651806,-1.81165,2.35622,-0.0351606,0.766214,-0.265088,0.00304972,-0.09288,-0.504423,0.322671,0.266872,0.0813016,-0.485288,-0.106419,0.0048866,-0.478866,-0.0364453,-0.427418,0.731864,0.901866,0.256651,-0.415334,-1.15213,-0.18881,0.00393283,0.943572,-0.18098,0.0390152,-0.175708,-0.907911,0.0842904,-0.300766,1.19652,-0.296701,-0.358895,0.174979,0.069986,0.141918,0.0527704,-0.152462,-0.0521358,-0.0520776,0.0169558,0.0576418,-0.0353175,-0.0314124,-1.044,-0.21649,-0.119036,0.519292,0.142604,0.0294871,-0.0796839,-0.692052,0.0666429,-0.134323,1.17545,-0.253263,-0.287645,0.165919,0.0367848,0.151863,0.048364,-0.155694,-0.0300392,-0.058896,0.044455,0.0690248,0.0188067,-0.0256716,-0.2566,0.00242652,-0.0655554,0.381788,-0.153208,-0.0252245,-0.111953,-0.138708,0.0576964,0.278844,0.185696,-0.048202,-0.0431467,0.0248878,0.363794,0.236949,0.0199502,0.805776,-0.0123912,0.327914,-0.163329,0.0284727,0.877758,-0.0105895
26.8005,6.27876,0.17957,0,0.119061,1.50985,0.119777,0.0909761,-0.0142287,-0.995751,-0.000816047,0.4,0,0,flat,0,0.000400097,0.000917423,0.998483,0.000199803,0,0,1,-0.28149,-0.12342,-0.343362,0.0930884,-0.0255065,-0.995331,0.4,0,0,-0.203127,0.979152,-0.183395,0.00018283,-0.00528289,0.148266,-0.141254,0.0201303,-0.0335611,-0.0262272,-0.0123592,-0.0512922,-0.0232185,0.000590332,-0.0505016,0.0501796,0.0846023,-0.00241213,-0.0130531,0.0165613,-0.0108686,-0.0175487,-0.0517658,-0.032613,-0.022435,0.0103377,1.04639,-0.0838327,-0.987683,-2.83174,3.49911,-0.0805267,0.688033,-0.0295999,0.0374506,0.112718,-0.601301,0.301203,0.575085,0.0468218,-0.814759,0.0180634,0.0338769,-0.642123,-0.0106499,-0.555593,0.945225,0.879003,0.477968,-0.284539,-1.044,-0.21649,-0.119036,0.519292,0.142604,0.0294871,-0.0796839,-0.692052,0.0666429,-0.134323,1.17545,-0.253263,-0.287645,0.165919,0.0367848,0.151863,0.048364,-0.155694,-0.0300392,-0.058896,0.044455,0.0690248,0.0188067,-0.0256716,-0.880769,-0.131006,-0.278678,0.0462314,0.464963,0.00759951,0.071202,-0.484519,0.0600138,0.203277,1.14982,-0.215289,-0.185144,0.12429,0.0393365,0.131461,0.0211272,-0.125158,0.0132751,-0.0335958,0.0444622,0.0714372,0.0697786,-0.0117087,-0.232115,0.0152491,-0.0895017,0.307281,-0.0474339,-0.0324064,-0.0893197,-0.107578,0.0567021,0.332016,0.177284,-0.0357416,-0.0277716,0.0186434,0.364751,0.229298,0.00871495,0.818372,0.00547596,0.337402,-0.163327,0.0294679,0.898784,-0.00482984
26.8205,6.28476,0.18408,0,0.116047,1.50727,0.116246,0.0879624,-0.00676258,-0.996101,-0.00516853,0.4,0,0,flat,0,0.000233027,0.000494958,0.999166,0.000106181,0,0,1,-0.642851,-0.130934,-0.334029,0.0909761,-0.0142287,-0.995751,0.4,0,0,0.00489354,0.999988,-0.161122,0.0021536,-0.0262882,0.084905,-0.0719255,0.0181143,-0.0224305,-0.0220895,-0.0106016,-0.0426489,-0.03919,0.00689155,-0.0321458,0.0497647,0.063395,-0.00131038,-0.0122151,0.00197601,-0.0105061,-0.0302178,-0.0303061,-0.0145182,-0.0115007,0.00616086,1.25085,0.188497,-1.09862,-3.39309,4.11686,-0.186481,0.36531,0.361622,0.156679,0.722709,-0.882227,0.24077,1.03525,-0.0783973,-1.01623,0.068211,0.023216,-0.615003,0.0833152,-0.566893,0.969926,0.779958,0.543459,-0.0899417,-0.880769,-0.131006,-0.278678,0.0462314,0.464963,0.00759951,0.071202,-0.484519,0.0600138,0.203277,1.14982,-0.215289,-0.185144,0.12429,0.0393365,0.131461,0.0211272,-0.125158,0.0132751,-0.0335958,0.0444622,0.0714372,0.0697786,-0.0117087,-0.733621,0.0993406,-0.391624,-0.227261,0.489781,-0.0058869,0.114464,-0.35992,0.0513799,0.497087,0.932063,-0.230059,-0.10245,0.0647743,0.108483,0.0568342,-0.0109552,-0.0616001,0.0681692,0.0416663,-0.0289218,0.0164814,0.0678769,0.0209464,-0.210043,0.0498011,-0.106444,0.264206,-0.0392905,-0.0368316,-0.0828304,-0.088888,0.055407,0.378291,0.105833,-0.040588,-0.0153674,0.00971614,0.390681,0.201313,-0.00451903,0.84459,0.0281198,0.365625,-0.190846,0.00679857,0.897999,0.00864039
26.8405,6.29233,0.187715,0,0.108822,1.50602,0.109574,0.0807379,-0.0144027,-0.996631,-0.00471285,0.4,0,0,flat,0,6.57297e-05,8.64003e-05,0.999763,8.44606e-05,0,0,1,0.178608,-0.248692,-0.144192,0.0879624,-0.00676258,-0.996101,0.4,0,0.00391724,0.212701,0.977117,-0.147119,0.00224902,-0.0399711,0.0605276,-0.0238069,0.00245656,-0.0176947,-0.02086,-0.00707894,-0.0246142,-0.0579474,0.0116321,-0.0193302,0.0446325,0.0446671,0.0021171,-0.0117948,-0.00656796,-0.00766281,-0.040823,-0.0104391,-0.00180964,-0.000125945,0.00539522,0.465443,-0.415093,0.140929,0.835062,-0.358086,-1.01638,0.200142,-0.57235,0.296454,1.27865,-1.14443,0.148206,-0.00712752,-0.502087,-1.03192,0.349125,0.046046,-0.250243,0.339121,-0.599583,1.32851,0.61585,0.720481,-0.0155427,-0.733621,0.0993406,-0.391624,-0.227261,0.489781,-0.0058869,0.114464,-0.35992,0.0513799,0.497087,0.932063,-0.230059,-0.10245,0.0647743,0.108483,0.0568342,-0.0109552,-0.0616001,0.0681692,0.0416663,-0.0289218,0.0164814,0.0678769,0.0209464,-0.403052,0.715795,-0.589083,-0.286857,0.730838,0.0645147,-0.34294,0.0704648,0.00787914,0.7306,-0.167143,-0.0956673,0.207958,0.129042,0.106816,-0.0432896,-0.0274144,-0.0538364,0.0483484,0.0530845,-0.214765,-0.0672129,-0.098831,0.0332301,-0.160458,0.142269,-0.136063,0.25482,0.0398062,-0.0137311,-0.151441,-0.0243303,0.0488819,0.41507,-0.254844,0.00350917,0.0311936,0.0193563,0.390056,0.163766,-0.0113085,0.847793,0.0199437,0.369907,-0.260537,-0.0277253,0.829232,0.0137074
26.8605,6.29978,0.191716,0,0.103429,1.50561,0.104245,0.0753444,-0.0148108,-0.997048,-0.00282056,0.4,0,0,flat,0,1.59976e-05,8.39321e-06,0.999928,4.77501e-05,0,0,1,0.280955,-0.340935,0.0752709,0.0807379,-0.0144027,-0.996631,0.4,0,0.00350712,0.411211,0.91154,-0.123111,-0.0103279,-0.0285899,0.063568,-0.0411648,-0.0052238,-0.0131313,-0.0366958,-0.00140507,0.00678346,-0.0775471,0.00790944,-0.0235228,0.0297496,0.0260612,0.00742507,-0.010699,-0.0083527,0.00046263,-0.0475466,0.0138418,0.00865913,0.0084914,0.00538399,1.42465,-0.539015,0.620931,-0.289247,-0.758234,-0.0711013,-0.25855,-0.604345,0.435219,2.3557,-0.886349,-0.624048,-0.0353491,-0.781656,-0.941898,0.101677,0.0517985,-0.0289626,0.313397,-0.101484,0.94376,0.403277,-0.0506998,0.00836045,-0.403052,0.715795,-0.589083,-0.286857,0.730838,0.0645147,-0.34294,0.0704648,0.00787914,0.7306,-0.167143,-0.0956673,0.207958,0.129042,0.106816,-0.0432896,-0.0274144,-0.0538364,0.0483484,0.0530845,-0.214765,-0.0672129,-0.098831,0.0332301,-0.185868,1.0533,-0.602233,-0.293053,0.6473,0.274644,-0.710244,0.0172728,0.0293213,0.962772,-0.341018,-0.033967,0.217258,0.178733,0.0510224,-0.0547117,-0.0242491,-0.0776356,0.000386068,0.104746,-0.228304,-0.0864925,-0.093415,0.0245594,-0.12788,0.192895,-0.138035,0.253844,0.0123953,0.0552177,-0.206537,-0.0323091,0.0520982,0.451637,-0.311897,0.0237546,0.0325886,0.0268099,0.369133,0.159483,-0.0100028,0.837975,0.000159253,0.38928,-0.265614,-0.0356782,0.831466,0.0101307
26.8805,6.30747,0.195536,0,0.099119,1.50561,0.0994275,0.0710346,-0.00939564,-0.99743,-0.000430727,0.4,0,0,flat,0,1.78787e-05,1.26014e-06,0.999967,1.33854e-05,0,0,1,-0.162496,-0.213778,0.0296652,0.0753444,-0.0148108,-0.997048,0.4,0,0.00180406,0.591749,0.806122,-0.0960327,-0.0156324,-0.0188311,0.0548909,-0.0530243,-0.00320175,-0.0305856,-0.0413587,0.00628874,0.0706988,-0.0873474,-0.000731718,-0.0166284,0.0160479,0.00615448,0.00553849,-0.0102179,-0.00908709,0.00382722,-0.0443723,0.0242707,0.0128083,-0.00108415,0.00560706,1.31618,-0.0579085,0.489593,-0.530485,-0.494642,0.208612,-1.34853,0.0801555,0.514854,3.83544,-0.225091,-0.164762,0.582491,-0.462034,-1.05761,-0.204474,0.0113078,-0.0854362,0.0562115,0.375713,0.223719,0.0711398,-0.667729,0.00980789,-0.185868,1.0533,-0.602233,-0.293053,0.6473,0.274644,-0.710244,0.0172728,0.0293213,0.962772,-0.341018,-0.033967,0.217258,0.178733,0.0510224,-0.0547117,-0.0242491,-0.0776356,0.000386068,0.104746,-0.228304,-0.0864925,-0.093415,0.0245594,0.0892367,1.17489,-0.540148,-0.271435,0.626306,0.439769,-0.938953,-0.132179,0.0715104,1.21059,-0.299944,-0.0328672,0.145764,0.133779,0.0180357,-0.00881581,0.00361474,-0.0865305,-0.000671667,0.100109,-0.179588,-0.0656126,-0.0891119,0.0392037,-0.0866145,0.211133,-0.128722,0.257249,0.00550668,0.109399,-0.240843,-0.0547269,0.0584266,0.490668,-0.298419,0.0241154,0.0218646,0.0200669,0.356763,0.176694,0.00149108,0.834306,-0.000277063,0.387541,-0.247346,-0.0270652,0.833241,0.0161715
26.9005,6.3156,0.198517,0,0.0959075,1.50562,0.0960093,0.0678231,-0.00540036,-0.997683,0.00151314,0.4,0,0,flat,0,9.33287e-06,1.42933e-07,0.999986,4.57279e-06,0,0,1,-0.256319,-0.214626,0.0477194,0.0710346,-0.00939564,-0.99743,0.4,0,-0.000346788,0.746423,0.665472,-0.0682314,-0.0138747,-0.0108182,0.0415175,-0.0611869,0.00143218,-0.0552633,-0.0351147,0.0112308,0.139428,-0.0894303,-0.00260737,-0.00255138,0.00802288,-0.0137081,0.000845656,-0.0100611,-0.0130614,0.00410894,-0.0332843,0.0241754,0.0132071,-0.0122133,0.00583792,1.56242,0.108905,0.548088,-0.910744,-0.303518,0.256639,-1.29713,0.332895,0.156439,3.31408,-0.0359742,-0.0642577,0.641122,-0.250912,-0.907432,-0.192297,0.00822747,-0.293168,-0.00196807,0.626199,-0.117774,9.2741e-05,-0.392089,0.0162153,0.0892367,1.17489,-0.540148,-0.271435,0.626306,0.439769,-0.938953,-0.132179,0.0715104,1.21059,-0.299944,-0.0328672,0.145764,0.133779,0.0180357,-0.00881581,0.00361474,-0.0865305,-0.000671667,0.100109,-0.179588,-0.0656126,-0.0891119,0.0392037,0.384326,1.34781,-0.425731,-0.246867,0.833461,0.590042,-1.21568,-0.198179,0.0962058,1.49653,-0.258226,-0.0230098,0.174237,0.0435291,-0.0438677,0.0321608,0.0200922,-0.0530584,-0.00984713,0.119686,-0.135796,-0.0375591,-0.0714948,0.0555685,-0.0423512,0.237072,-0.11156,0.261118,0.0734795,0.158708,-0.282352,-0.0646268,0.0621309,0.535704,-0.28473,0.0273499,0.0261355,0.00652936,0.33355,0.19206,0.00828803,0.848113,-0.00406194,0.394882,-0.230923,-0.0154931,0.840508,0.022922
26.9205,6.32389,0.200572,0,0.0929006,1.5055,0.0929687,0.0648162,-0.000535136,-0.997897,0.00600411,0.4,0,0,flat,0,4.11619e-06,8.80228e-08,0.999994,1.84486e-06,0,0,1,-0.19888,-0.17414,0.0332153,0.0678231,-0.00540036,-0.997683,0.4,0,-0.00209627,0.868474,0.495735,-0.0428459,-0.0118261,-0.00314436,0.0257742,-0.0653464,0.00535746,-0.0743797,-0.0289147,0.0123074,0.184714,-0.0892246,-0.0034262,0.00701583,0.00357391,-0.0269018,-0.00138347,-0.00986916,-0.0178815,0.00400172,-0.0228445,0.0210086,0.0131121,-0.0159861,0.00638647,1.67402,0.0958316,0.618465,-1.1527,-0.185325,0.284254,-1.37671,0.34,0.0988131,2.85089,0.090039,-0.0307584,0.492133,-0.181947,-0.794331,-0.0760669,0.0241906,-0.211083,-0.0109205,0.634167,-0.222819,-0.00741398,-0.115254,0.0810791,0.384326,1.34781,-0.425731,-0.246867,0.833461,0.590042,-1.21568,-0.198179,0.0962058,1.49653,-0.258226,-0.0230098,0.174237,0.0435291,-0.0438677,0.0321608,0.0200922,-0.0530584,-0.00984713,0.119686,-0.135796,-0.0375591,-0.0714948,0.0555685,0.676018,1.52736,-0.284835,-0.12537,1.18895,0.728721,-1.44833,-0.235025,0.116361,1.75577,-0.246223,-0.00570114,0.229391,-0.0318949,-0.093774,0.05216,0.0162797,-0.0134035,-0.0169543,0.154299,-0.0833291,-0.0194578,-0.0440157,0.0617312,0.00140277,0.264004,-0.0904252,0.280254,0.190123,0.204212,-0.31725,-0.0701538,0.0651542,0.576535,-0.280792,0.0330293,0.0344086,-0.00478423,0.314835,0.19956,0.00671537,0.864471,-0.00699364,0.407862,-0.211248,-0.00802635,0.851844,0.0254641
26.9405,6.33219,0.201866,0,0.0921664,1.50517,0.0923076,0.064082,0.00172603,-0.997943,0.00622295,0.4,0,0,flat,0,1.19843e-06,3.7077e-08,0.999998,5.19139e-07,0,0,1,-0.259768,-0.0828908,0.381011,0.0648162,-0.000535136,-0.997897,0.4,0,0,0.952566,0.304332,-0.00531141,-0.00871967,0.00585431,-0.000983119,-0.0695064,0.0106425,-0.106012,-0.0197015,0.0111494,0.237551,-0.0863835,-0.00382761,0.0177347,-0.00429272,-0.0441528,-0.00182001,-0.00813102,-0.0196527,0.00367068,-0.00795159,0.0147092,0.0129154,-0.0168362,0.00885752,1.37642,0.185257,0.0550761,-0.943209,-0.22316,0.151234,-1.11004,0.468426,-0.145267,1.35261,0.0984877,-0.0114587,0.442008,-0.483169,-0.642543,0.0139557,0.0979801,-0.0271767,-0.0145263,0.627222,-0.291715,-0.0115553,-0.0068093,0.0927281,0.676018,1.52736,-0.284835,-0.12537,1.18895,0.728721,-1.44833,-0.235025,0.116361,1.75577,-0.246223,-0.00570114,0.229391,-0.0318949,-0.093774,0.05216,0.0162797,-0.0134035,-0.0169543,0.154299,-0.0833291,-0.0194578,-0.0440157,0.0617312,0.986914,1.66556,-0.0421678,0.0816455,1.81903,0.883938,-1.66542,-0.231865,0.157161,2.1225,-0.279093,0.014968,0.290368,-0.0986977,-0.124598,0.0512791,-0.00633639,0.0221105,-0.00545436,0.166852,-0.00828207,-0.00887847,-0.00222192,0.0633567,0.0480372,0.284734,-0.0540252,0.312859,0.396871,0.255142,-0.349812,-0.0696798,0.0712741,0.634294,-0.291577,0.0398114,0.0435551,-0.0148047,0.303276,0.19923,-0.00261376,0.879121,-0.00224992,0.41257,-0.183106,-0.00366237,0.869083,0.0261346
26.9605,6.34062,0.202377,0,0.0905555,1.50487,0.090753,0.0624711,0.00283271,-0.998043,0.00290957,0.4,0,0,flat,0,1.57792e-06,2.82898e-07,0.999997,6.71372e-07,0,0,1,-0.0039539,-0.0273641,-0.338213,0.064082,0.00172603,-0.997943,0.4,0,0,0.995025,0.0996271,0.0245146,-0.00733898,0.0162825,-0.0233524,-0.0725608,0.0202582,-0.139766,-0.0133356,0.014323,0.2752,-0.0853137,-0.00326553,0.0222622,-0.00734433,-0.0559744,0.00019078,-0.00700184,-0.0181448,0.00335997,0.0030098,0.0109922,0.0121418,-0.0151808,0.0109615,1.6713,-0.0130205,0.961614,-1.33313,-0.0556231,0.728197,-2.25569,0.191932,0.357002,2.62566,0.00713201,0.0637083,0.0668865,0.0821153,-0.526306,0.154951,0.0229747,0.237146,-0.0131295,0.422844,-0.0697128,-0.0638977,0.232639,0.108683,0.986914,1.66556,-0.0421678,0.0816455,1.81903,0.883938,-1.66542,-0.231865,0.157161,2.1225,-0.279093,0.014968,0.290368,-0.0986977,-0.124598,0.0512791,-0.00633639,0.0221105,-0.00545436,0.166852,-0.00828207,-0.00887847,-0.00222192,0.0633567,1.13909,1.77763,0.0219451,0.288339,2.31617,0.932625,-1.79862,-0.29309,0.166032,2.43534,-0.319991,-0.0145669,0.30687,-0.198352,-0.113536,0.0777166,0.00513539,0.0201046,0.0158023,0.151101,0.00843704,-0.0122766,0.0212503,0.0711958,0.0708636,0.301545,-0.0444082,0.345413,0.559994,0.271118,-0.369793,-0.0788634,0.0726048,0.683565,-0.304997,0.0301202,0.0460306,-0.0297528,0.307424,0.209144,0.00211835,0.878293,0.00651844,0.406663,-0.176836,-0.00506411,0.878766,0.0293683
26.9805,6.34948,0.202013,0,0.0859913,1.50471,0.0863477,0.0579069,0.00499205,-0.998309,0.00351025,0.4,0,0,flat,0,1.16214e-06,1.4836e-06,0.999997,6.78487e-07,0,0,1,-0.0380601,-0.12341,-0.0514445,0.0624711,0.00283271,-0.998043,0.4,0,0.00298204,0.993994,-0.109432,0.0564766,-0.00663432,0.0257602,-0.0465358,-0.0729578,0.0350191,-0.183582,-0.00976611,0.0158765,0.325167,-0.086741,-0.00248749,0.0237786,-0.0120471,-0.0637112,0.00353056,-0.00676037,-0.0115213,0.00321081,0.00939417,0.0110336,0.0114311,-0.00836909,0.0131027,1.49353,0.0432707,0.15812,-0.940967,0.0547899,0.709446,-2.21822,0.126152,-0.0415851,2.56738,-0.155663,0.0104612,0.0349504,-0.504435,-0.241734,0.193709,0.00893935,0.348274,0.000755706,0.192165,0.0706987,-0.0237131,0.445647,0.121059,1.13909,1.77763,0.0219451,0.288339,2.31617,0.932625,-1.79862,-0.29309,0.166032,2.43534,-0.319991,-0.0145669,0.30687,-0.198352,-0.113536,0.0777166,0.00513539,0.0201046,0.0158023,0.151101,0.00843704,-0.0122766,0.0212503,0.0711958,1.14561,1.79216,0.0876903,0.377763,2.46001,0.817809,-2.03344,-0.346009,0.211668,2.65644,-0.343202,-0.0127211,0.301817,-0.177353,-0.121101,0.0709419,0.0081678,-0.000685056,0.00202322,0.0832579,0.00479233,-0.00602088,0.0372355,0.0604422,0.071841,0.303724,-0.0345464,0.359498,0.607189,0.233444,-0.405015,-0.0868013,0.0794502,0.71839,-0.312613,0.0307259,0.0452726,-0.0266029,0.304587,0.206603,0.00336922,0.869717,0.000834577,0.381222,-0.178203,-0.00248361,0.88536,0.0249324
27.0005,6.35734,0.201214,0,0.0815983,1.50469,0.0820652,0.0535139,0.00602682,-0.998549,-0.000744386,0.4,0,0,flat,0,7.21051e-07,1.46245e-06,0.999997,4.49019e-07,0,0,1,-0.114127,-0.2687,-0.0360622,0.0579069,0.00499205,-0.998309,0.4,0,0.00244143,0.949519,-0.313708,0.0857528,-0.00341206,0.0223242,-0.0598452,-0.0719084,0.0492218,-0.220854,-0.00611165,0.0131332,0.365386,-0.0888181,-0.00247093,0.0254134,-0.0250964,-0.066066,0.00752883,-0.00659702,-0.00418788,0.00328747,0.0131975,0.0136456,0.0111057,0.000604451,0.0152067,1.34606,0.231854,-0.213143,-0.374213,0.126834,0.344136,-1.79765,0.199296,-0.0221689,1.79032,-0.211317,-0.00103664,0.05774,-0.60813,-0.0633001,0.211589,0.00966607,0.323039,0.00180443,0.151753,0.185541,-0.0103605,0.47335,0.069724,1.14561,1.79216,0.0876903,0.377763,2.46001,0.817809,-2.03344,-0.346009,0.211668,2.65644,-0.343202,-0.0127211,0.301817,-0.177353,-0.121101,0.0709419,0.0081678,-0.000685056,0.00202322,0.0832579,0.00479233,-0.00602088,0.0372355,0.0604422,0.895576,1.63813,0.127797,0.324112,2.47849,0.614082,-2.17547,-0.329097,0.206268,2.69643,-0.339062,0.0391855,0.291475,-0.124789,-0.117776,0.0294563,0.0166889,-0.00456015,-0.0206425,0.0304766,-0.0288651,0.000601672,0.0544487,0.0356571,0.0343364,0.28062,-0.0285305,0.351048,0.613255,0.166596,-0.426321,-0.0842645,0.0786403,0.724687,-0.311255,0.0477577,0.0437212,-0.0187184,0.305834,0.191046,0.00688417,0.868119,-0.00851501,0.361429,-0.190824,0.00024819,0.89246,0.0147085
27.0205,6.36685,0.199875,0,0.0779206,1.50492,0.0784892,0.0498362,0.00678361,-0.998734,-0.00750512,0.4,0,0,flat,0,4.21768e-07,6.41675e-07,0.999999,2.19347e-07,0,0,1,-0.00287133,-0.158395,-0.311049,0.0535139,0.00602682,-0.998549,0.4,0,0,0.863544,-0.504273,0.105951,0.000345208,0.0210459,-0.0580602,-0.0685793,0.0500683,-0.261519,-0.00465827,0.0149136,0.400011,-0.0922,-0.000376806,0.0246747,-0.0331666,-0.0676367,0.0109159,-0.00535631,-0.000222385,0.00306697,0.013742,0.0178145,0.0110233,0.0111201,0.0157855,0.689576,0.166898,-0.0134543,0.481983,0.1917,-0.170441,-2.14296,-0.0191543,0.0822055,1.45987,-0.113874,0.166617,-0.0764486,-0.250535,-0.116445,0.0918571,0.131322,0.10889,-0.0244621,-0.0539787,0.19338,0.000897758,0.53853,0.0073661,0.895576,1.63813,0.127797,0.324112,2.47849,0.614082,-2.17547,-0.329097,0.206268,2.69643,-0.339062,0.0391855,0.291475,-0.124789,-0.117776,0.0294563,0.0166889,-0.00456015,-0.0206425,0.0304766,-0.0288651,0.000601672,0.0544487,0.0356571,0.61302,1.39907,0.0904797,0.255957,2.41236,0.445713,-2.11876,-0.274747,0.149028,2.51503,-0.295892,0.0806369,0.274062,-0.128183,-0.0936879,0.0118244,0.032414,-0.0165689,-0.0197575,0.038063,-0.0723448,0.0226153,0.0519807,0.0284982,-0.00804704,0.24476,-0.034128,0.340313,0.591557,0.11135,-0.417814,-0.076112,0.0700542,0.696117,-0.29709,0.061359,0.0411093,-0.0192275,0.314867,0.184434,0.0133708,0.863165,-0.00814997,0.364274,-0.207129,0.0093288,0.891442,0.0117555
27.0405,6.37579,0.197997,0,0.0743114,1.50537,0.0749126,0.0462269,0.00686783,-0.998907,-0.00952201,0.4,0,0,flat,0,2.10457e-07,1.22795e-07,1,5.31307e-08,0,0,1,-0.0331178,-0.196003,-0.229329,0.0498362,0.00678361,-0.998734,0.4,0,0.00608466,0.739826,-0.672798,0.118069,0.00418918,0.0203892,-0.0441626,-0.0641332,0.0473379,-0.297919,-0.0053703,0.0148814,0.413848,-0.0941544,0.00297021,0.0235785,-0.035948,-0.0697126,0.011494,-0.00322153,0.000983655,0.00257219,0.0129275,0.0208984,0.0112437,0.0207516,0.0157972,0.458412,0.244656,-0.143362,0.93658,0.287268,-0.476167,-1.4535,-0.0852877,-0.180039,-0.0772039,-0.0338035,0.321576,-0.0438684,-0.184809,-0.0845458,-0.0126289,0.10567,0.026937,-0.0223656,-0.0279987,0.106004,0.0586204,0.411869,-0.00353503,0.61302,1.39907,0.0904797,0.255957,2.41236,0.445713,-2.11876,-0.274747,0.149028,2.51503,-0.295892,0.0806369,0.274062,-0.128183,-0.0936879,0.0118244,0.032414,-0.0165689,-0.0197575,0.038063,-0.0723448,0.0226153,0.0519807,0.0284982,0.304456,1.05056,0.0806478,0.172482,2.29367,0.274281,-1.97527,-0.13318,0.0695945,2.16606,-0.209127,0.120424,0.240551,-0.091858,-0.0741447,-0.0127825,0.0258204,-0.0169154,-0.00794085,0.00356952,-0.114398,0.0345479,0.0123732,0.0194675,-0.0543316,0.192483,-0.0356028,0.327166,0.552612,0.0550984,-0.396291,-0.0548771,0.0581392,0.641155,-0.26862,0.074414,0.0360826,-0.0137787,0.322196,0.175207,0.0106509,0.863022,-0.0032756,0.351339,-0.222899,0.014251,0.875104,0.00803033
