variant,scene,case,vx,vy,yaw,hold_s,control_result,process_result,exit_code,log,csv
no_dwell,flat,flat_stand,0,0,0,8,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/flat_stand.log,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/flat_stand.csv
no_dwell,15-platform,platform_up,0.3,0,0,10,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/platform_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/platform_up.csv
no_dwell,15-platform,platform_down,-0.3,0,0,10,FAIL,OK,2,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/platform_down.log,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/platform_down.csv
no_dwell,15,direct_up,0.3,0,0,10,FAIL,ERROR,134,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/direct_up.log,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/direct_up.csv
no_dwell,mixed,mixed_traverse,0.4,0,0,48,PASS,OK,0,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/mixed_traverse.log,results/meta_policy_paper_20260828/ablations/closed_loop/no_dwell/mixed_traverse.csv
